customer_id,brand,purchase_month,sales_profit
779,5,10,198.22
3296,2,6,143.36
455,5,10,1010.02
1779,6,5,128.46
2703,4,11,90.1
806,3,3,199.1
22,2,3,195.34
1591,2,2,872.89
678,2,6,198.29
50,5,12,709.34
1038,1,12,957.02
1453,6,3,547.28
1339,3,3,693.76
3382,1,1,143.82
773,3,4,693.76
2503,2,3,75.48
1057,5,2,709.34
1397,6,6,43.97
2134,6,9,1660.88
2403,6,1,129.01
1937,6,9,1069.55
1282,6,9,834.94
2183,5,5,1055.82
1788,5,10,198.22
1170,6,4,1028.76
1940,6,8,834.94
2073,5,3,471.6
462,5,1,509.97
2728,1,12,1612.25
2053,1,12,1215.34
2135,5,1,217.51
1217,6,12,1630.25
2992,2,6,745.94
3261,1,4,104.24
2748,4,4,167.21
3262,2,1,152.55
788,6,3,1305.25
3067,3,11,75.14
701,5,11,57.73
648,6,10,155.65
3286,3,8,1544.61
3383,2,4,1702.55
982,4,11,75.75
676,1,8,737.17
385,1,9,299.27
1229,6,3,43.97
3232,6,8,1103.43
2381,5,7,198.22
371,5,12,1055.82
2519,3,5,139.23
2264,1,7,409.86
2637,2,10,1702.55
3262,5,11,1055.82
3177,4,4,72.6
2267,5,2,471.6
456,1,5,50.66
404,3,10,91.15
3121,4,10,830.24
2365,2,4,1295.43
2528,4,11,830.24
3151,6,12,1103.43
3241,5,12,709.34
1335,6,3,827.16
2234,4,4,72.6
3226,3,7,45.96
1365,1,1,179.44
3349,2,3,195.34
1002,1,2,409.86
2282,4,2,182.81
2656,1,1,1215.34
2409,1,7,737.17
1711,6,11,128.46
2582,1,11,409.86
1005,5,7,1010.02
1597,2,1,1702.55
2713,3,1,45.96
1435,3,11,1544.61
1477,4,6,309.81
1614,5,7,57.73
1254,6,6,1069.55
1423,5,5,709.34
276,4,12,64.51
1315,3,12,4.8
591,1,5,356.5
1017,6,2,812.44
2123,5,6,144.26
2889,6,4,1630.25
3208,2,9,133.38
2406,4,2,75.75
2041,4,7,167.21
1598,4,7,64.51
1842,3,5,771.12
141,5,5,451.65
1321,5,9,641.64
183,3,5,802.26
2591,6,9,155.65
3356,1,4,1383.61
766,3,5,583.27
1596,2,1,872.89
520,4,12,459.46
868,1,3,1215.34
2999,5,9,1055.82
352,4,11,90.1
1140,5,6,1010.02
621,2,4,1295.43
3307,5,11,64.93
1502,6,4,1103.43
936,5,5,448.68
939,1,7,187.39
2698,5,11,64.93
579,5,4,198.22
2036,6,3,1279.4
3077,1,3,187.39
369,3,3,110.56
821,1,4,574.62
2687,2,3,114.93
681,3,12,110.56
37,3,8,1544.61
3002,1,8,299.27
396,6,9,1630.25
550,1,9,737.17
1605,4,7,445.21
2325,5,8,144.26
1420,4,3,75.75
3099,6,10,1069.55
1645,3,10,14.23
546,1,11,690.49
2885,3,3,110.56
2740,6,12,1630.25
3166,1,11,1383.61
3487,6,12,1230.3
2890,5,9,144.26
3370,3,1,693.76
3393,4,1,209.84
2410,6,7,1630.25
3466,3,2,14.23
1454,6,11,812.44
1967,1,4,1383.61
3089,5,12,1055.82
3123,5,12,64.93
2692,1,7,690.49
2801,4,4,167.21
1580,1,10,751.02
352,6,3,1028.76
1777,2,6,133.38
142,5,7,471.6
3393,5,12,57.73
599,1,5,409.86
1258,1,1,25.09
3405,3,10,693.76
3198,1,1,751.02
834,2,6,195.34
3467,6,11,1660.88
3436,5,8,198.22
1516,3,8,1592.19
2833,5,1,509.97
2362,1,2,17.87
2337,2,7,110.81
2149,2,4,143.36
2133,1,5,502.47
360,3,5,91.15
2969,6,2,128.46
1720,1,4,143.82
2904,4,3,459.46
754,3,6,75.14
1826,5,4,448.68
2487,6,4,834.94
2815,3,2,583.27
541,5,5,448.68
302,4,3,182.81
2024,6,10,1660.88
142,6,7,812.44
768,3,8,45.96
2147,1,2,1215.34
529,1,11,437.46
825,1,2,574.62
624,2,4,1295.43
2302,1,11,751.02
3380,5,10,217.51
314,3,11,91.15
1079,4,8,737.57
1643,5,1,509.97
1524,1,3,25.09
3205,1,4,143.82
2860,1,11,409.86
772,1,5,574.62
323,5,3,451.65
2530,5,3,1055.82
2426,3,3,199.1
1883,6,11,812.44
2745,6,4,1069.55
2819,4,1,445.21
792,3,12,802.26
923,5,4,448.68
3353,2,7,745.94
3394,3,11,1592.19
3213,5,10,1010.02
3260,6,3,1660.88
1015,5,12,448.68
2266,1,1,502.47
58,3,8,91.15
3118,2,12,1295.43
1414,1,8,179.44
2202,4,6,72.6
2144,5,5,431.33
1033,6,10,1028.76
2157,4,6,209.84
1097,1,1,437.46
2757,6,4,1069.55
87,4,11,167.21
2049,3,10,1592.19
952,1,11,179.44
1745,2,1,1295.43
40,5,5,448.68
372,2,10,143.36
1627,4,8,737.57
444,5,11,448.68
217,4,5,64.51
1656,1,8,737.17
485,3,12,450.77
2252,4,2,309.81
3103,5,11,41.13
506,2,10,1295.43
1615,4,10,459.46
1881,5,1,431.33
2903,6,12,1028.76
1274,2,12,133.38
1443,5,8,448.68
2091,1,3,957.02
1478,4,3,64.51
1493,5,7,144.26
1614,5,3,198.22
476,6,7,812.44
1777,4,4,182.81
940,3,8,583.27
2930,4,10,830.24
2354,2,10,110.81
1582,1,6,327.98
416,4,6,309.81
1013,4,4,459.46
533,1,11,1408.91
968,5,3,709.34
727,4,7,817.36
1160,4,4,445.21
3425,3,12,91.15
1614,1,11,1612.25
2140,4,4,445.21
2589,6,1,1279.4
2920,2,9,745.94
62,1,8,1612.25
1112,5,9,431.33
1995,5,5,1230.27
1965,4,8,133.78
366,3,1,802.26
2682,5,7,471.6
2993,5,8,1055.82
1887,6,8,1660.88
1692,3,8,45.96
1927,5,6,448.68
2567,4,3,209.84
3276,6,7,1305.25
1808,1,2,179.44
2368,2,10,745.94
470,3,10,693.76
3270,2,3,195.34
1683,2,8,1702.55
880,1,9,737.17
309,1,12,1408.91
1698,5,11,1230.27
1434,1,8,690.49
2712,2,5,1295.43
892,1,10,574.62
832,4,10,830.24
1033,2,5,903.11
2834,1,2,409.86
3015,4,1,737.57
3484,4,10,309.81
2775,3,3,75.14
1208,3,8,771.12
2109,3,6,450.77
3195,1,10,502.47
3366,4,6,817.36
2492,6,2,1279.4
389,3,3,91.15
1306,1,12,1408.91
552,1,7,17.87
3009,5,5,709.34
2925,4,6,817.36
140,2,2,152.55
209,4,9,167.21
225,6,6,128.46
1595,2,4,143.36
769,1,12,143.82
1282,4,5,75.75
2377,5,3,709.34
3355,1,12,179.44
2350,2,5,195.34
720,5,9,217.51
3249,6,2,1028.76
2939,6,10,128.46
1035,1,11,409.86
492,1,10,1612.25
3100,5,12,1230.27
1586,6,4,1069.55
31,3,5,75.14
887,4,4,133.78
3356,5,8,509.97
2498,5,9,709.34
3415,5,3,641.64
2828,1,9,187.39
3117,5,4,1230.27
2850,2,11,198.29
2779,1,11,179.44
683,2,12,75.48
2342,1,10,690.49
3388,2,2,745.94
1968,4,6,737.57
2923,5,12,1230.27
15,4,3,167.21
2659,1,7,1383.61
3417,6,9,129.01
1862,1,8,751.02
1670,6,4,128.46
2126,5,12,144.26
2702,6,10,1279.4
125,6,2,834.94
750,1,4,1383.61
359,3,1,450.77
2820,5,9,144.26
850,6,11,1028.76
3072,6,5,43.97
820,1,6,17.87
919,5,9,451.65
1250,6,3,1230.3
1655,2,5,114.93
1194,4,12,135.85
234,2,3,872.89
724,3,11,75.14
1976,3,5,75.14
193,1,8,957.02
1588,5,1,198.22
290,4,10,830.24
167,5,3,144.26
2821,3,4,802.26
1201,1,8,690.49
893,1,7,1215.34
2794,1,9,179.44
3166,6,7,129.01
1422,4,10,64.51
3476,5,4,57.73
505,1,6,751.02
1132,1,10,327.98
2363,3,11,693.76
1816,6,10,1069.55
73,1,4,143.82
647,1,1,143.82
1304,5,2,64.93
344,3,11,802.26
1001,1,10,143.82
2724,4,8,182.81
1787,6,8,1103.43
367,1,2,1612.25
524,2,1,143.36
479,5,9,198.22
1782,3,4,450.77
361,4,3,182.81
1135,1,4,409.86
1591,1,2,327.98
941,2,5,1702.55
804,3,3,1592.19
2729,5,7,709.34
223,2,2,110.81
1571,6,9,1103.43
2747,4,1,459.46
506,5,4,509.97
2676,5,12,431.33
547,4,1,72.6
2623,6,12,1660.88
1509,6,11,1630.25
479,1,8,690.49
661,4,11,72.6
1854,1,12,409.86
125,4,5,90.1
1037,6,7,15.08
1446,4,2,737.57
2810,4,7,133.78
500,4,6,445.21
2468,3,8,1592.19
1785,2,3,114.93
2560,5,7,64.93
1853,5,12,64.93
3468,1,9,737.17
3389,1,3,25.09
3015,1,7,409.86
3073,6,4,547.28
683,1,7,957.02
1020,1,10,179.44
1052,2,11,133.38
1679,6,1,1630.25
3330,3,11,693.76
1591,1,5,502.47
311,6,1,1660.88
1996,2,11,75.48
997,4,10,445.21
1276,4,9,817.36
693,6,2,155.65
3013,5,1,144.26
2234,2,1,75.48
1171,3,2,456.45
1849,3,4,1544.61
827,2,4,195.34
1499,2,8,152.55
2233,3,5,199.1
103,3,6,91.15
1202,1,3,179.44
1494,6,6,15.08
1559,6,10,1660.88
3381,6,2,1630.25
1517,2,4,152.55
776,3,10,456.45
1018,1,12,437.46
3280,5,8,451.65
1042,6,3,812.44
1312,1,9,751.02
682,3,9,583.27
1499,3,4,139.23
1555,5,7,641.64
246,2,12,745.94
2734,5,5,57.73
2336,1,5,356.5
2391,1,8,1612.25
2139,5,6,641.64
867,6,3,1305.25
543,5,1,448.68
2839,4,9,445.21
3382,3,10,91.15
333,1,11,690.49
2826,6,10,129.01
1707,5,1,1055.82
1198,1,5,437.46
359,1,9,25.09
170,6,1,1028.76
3481,2,2,198.29
3104,2,3,195.34
695,5,1,144.26
2298,6,1,1028.76
753,3,9,693.76
3071,1,4,50.66
1913,1,11,356.5
2633,6,9,1028.76
178,4,11,72.6
252,6,3,1069.55
1032,6,8,1103.43
1094,6,5,129.01
1396,3,12,1592.19
1186,1,8,17.87
2770,1,1,1383.61
2271,6,7,1305.25
2518,6,1,1305.25
3197,4,6,459.46
2538,1,2,574.62
149,5,5,448.68
1579,1,10,1383.61
1979,3,5,802.26
1447,5,4,64.93
2618,3,12,450.77
1224,3,8,75.14
3053,2,4,75.48
1019,1,9,502.47
1677,3,3,45.96
1047,5,4,41.13
1320,5,8,709.34
823,6,8,1660.88
854,2,10,745.94
1141,5,2,41.13
1574,5,7,471.6
132,5,3,57.73
1399,2,12,195.34
2118,5,8,64.93
825,2,1,75.48
1691,4,2,309.81
345,5,8,1055.82
1665,4,1,209.84
1059,2,12,745.94
964,4,6,72.6
1466,6,11,129.01
3477,6,8,1305.25
3318,1,5,957.02
2490,6,3,129.01
3023,3,3,91.15
2878,2,12,198.29
2754,6,5,812.44
266,6,9,1028.76
1409,6,3,827.16
3482,6,10,547.28
368,6,12,827.16
3275,1,7,17.87
904,6,3,128.46
2536,1,3,957.02
375,4,7,64.51
2694,3,7,75.14
3285,6,8,1069.55
3016,1,6,1408.91
3493,5,3,1055.82
864,5,6,1230.27
2510,1,3,179.44
3097,6,10,1305.25
2156,5,3,641.64
1600,4,8,135.85
2033,5,9,709.34
1999,4,6,309.81
968,1,1,437.46
2060,2,2,1702.55
2569,4,3,830.24
2853,6,10,1630.25
818,2,11,1702.55
3164,1,9,179.44
2211,2,9,133.38
2069,1,4,1408.91
2296,1,8,104.24
2836,2,7,903.11
524,6,2,129.01
1436,5,2,41.13
482,1,4,690.49
760,5,9,41.13
757,6,10,834.94
1570,1,9,299.27
3245,3,9,14.23
1841,1,8,50.66
3039,3,4,456.45
2590,2,10,1702.55
2175,6,3,1279.4
485,5,10,198.22
606,3,11,693.76
761,3,4,199.1
3154,2,3,872.89
1739,5,10,451.65
2700,6,6,1230.3
1775,3,6,45.96
46,1,5,187.39
3470,6,12,1230.3
3190,6,2,15.08
3076,1,6,299.27
2240,6,4,15.08
2814,3,12,1592.19
29,5,9,471.6
2072,1,7,104.24
2486,1,5,737.17
2383,4,1,830.24
759,5,10,448.68
2777,1,2,179.44
3109,4,6,90.1
3190,5,3,198.22
3420,3,4,1592.19
112,5,1,451.65
2874,4,4,167.21
940,5,5,431.33
1952,3,7,14.23
1618,5,12,198.22
1817,3,7,45.96
1665,1,6,299.27
626,3,8,14.23
693,6,12,827.16
2151,5,1,431.33
3085,5,12,1010.02
1747,4,6,309.81
2095,1,12,1612.25
1289,3,12,456.45
2347,6,8,1069.55
1762,6,6,1279.4
1374,5,5,64.93
836,3,8,583.27
2310,4,12,182.81
1371,4,11,209.84
1385,1,3,187.39
2744,1,7,437.46
2999,1,1,187.39
294,1,6,104.24
1282,5,11,1055.82
1400,2,7,872.89
2285,6,11,834.94
623,4,7,182.81
1535,5,8,217.51
2153,3,8,771.12
2477,3,11,802.26
2368,6,1,1279.4
211,1,10,957.02
1874,2,8,133.38
2243,6,3,43.97
1329,6,1,1279.4
260,4,8,309.81
2587,3,6,139.23
2606,4,1,209.84
437,2,7,114.93
1117,2,5,903.11
2101,4,1,459.46
2638,2,6,189.28
2554,1,3,25.09
3393,6,6,1028.76
1929,1,9,25.09
2167,2,2,114.93
2618,1,11,574.62
1753,3,12,139.23
1480,2,10,198.29
364,2,12,114.93
633,2,1,903.11
1284,3,7,4.8
521,5,7,509.97
2839,4,12,135.85
352,1,1,737.17
3486,5,12,641.64
3048,2,10,152.55
1791,3,1,450.77
1721,1,9,409.86
411,2,2,133.38
1644,2,12,903.11
679,6,5,43.97
2989,6,4,812.44
2485,5,7,431.33
459,2,6,1295.43
669,3,1,199.1
2894,6,1,1230.3
2184,3,8,1544.61
2908,2,2,1702.55
1340,4,12,75.75
2419,4,11,135.85
445,4,2,133.78
463,5,3,1055.82
255,5,11,198.22
1210,2,5,143.36
3499,5,6,431.33
2865,2,12,872.89
2167,3,7,75.14
2195,5,12,1010.02
1754,2,5,152.55
1881,1,10,327.98
1216,6,5,15.08
1192,6,9,547.28
229,5,8,509.97
2383,5,7,217.51
2488,2,1,110.81
3278,5,11,641.64
3435,5,7,641.64
1068,1,6,187.39
2428,5,12,451.65
2055,1,6,299.27
1084,6,12,1660.88
3435,5,6,198.22
57,5,5,1010.02
418,6,7,834.94
2554,6,4,547.28
2810,4,10,64.51
285,5,1,198.22
2414,5,9,451.65
1286,3,3,139.23
1694,3,5,771.12
2265,5,9,1230.27
3402,6,10,1069.55
94,5,9,57.73
2701,2,4,872.89
3335,2,2,903.11
1580,1,11,437.46
2832,1,6,17.87
1608,5,10,641.64
3220,5,2,198.22
2453,5,8,41.13
2755,4,11,64.51
3094,4,2,309.81
666,3,4,110.56
2981,1,5,690.49
1739,6,8,1305.25
1877,4,7,445.21
2346,1,3,143.82
1147,5,7,217.51
3061,3,9,139.23
283,2,4,1702.55
1030,1,11,737.17
2035,2,6,114.93
1411,1,10,737.17
269,1,2,299.27
729,2,11,1702.55
2508,2,11,1702.55
1200,3,8,1592.19
1432,6,10,1103.43
772,1,12,437.46
398,4,4,167.21
475,6,3,1069.55
1753,6,1,1069.55
3028,5,6,709.34
3284,6,2,1069.55
2158,3,11,456.45
357,1,7,104.24
1016,2,8,189.28
700,3,7,4.8
2153,3,7,199.1
673,6,1,128.46
928,2,7,75.48
3421,6,10,15.08
892,5,9,41.13
2672,1,5,143.82
2989,3,3,693.76
2306,2,5,1702.55
3467,5,10,431.33
3091,1,1,17.87
995,1,2,356.5
56,3,5,802.26
3256,5,6,1010.02
513,1,1,299.27
1307,5,9,64.93
532,2,8,110.81
1331,1,4,1215.34
1060,5,2,448.68
2509,4,11,459.46
2524,4,1,75.75
98,4,7,182.81
3175,6,3,1660.88
1893,4,10,817.36
1477,1,11,143.82
40,1,12,1215.34
1791,6,3,128.46
2288,6,10,827.16
1779,6,1,1279.4
3263,1,12,299.27
955,1,1,356.5
294,2,9,133.38
2783,1,2,690.49
3412,3,7,583.27
1003,1,4,502.47
1051,3,3,139.23
183,6,2,1279.4
959,1,8,751.02
27,6,7,1630.25
2207,6,2,834.94
3086,4,12,90.1
637,1,9,1383.61
1190,3,8,45.96
2177,5,3,431.33
1671,1,6,17.87
2247,2,2,198.29
2344,5,9,431.33
2440,4,3,64.51
967,3,3,583.27
467,5,2,1055.82
2628,4,7,182.81
71,6,8,155.65
2412,4,3,830.24
565,5,1,41.13
1211,3,1,45.96
79,5,11,471.6
1731,2,4,745.94
2685,4,6,817.36
3187,2,7,143.36
3078,3,1,4.8
3488,1,10,751.02
1970,3,7,1592.19
3180,5,5,1055.82
2054,1,7,1612.25
178,3,10,110.56
2341,3,7,583.27
1082,2,11,745.94
1980,5,6,1010.02
2101,2,11,1702.55
1512,2,3,745.94
1770,1,11,502.47
1537,5,5,64.93
247,2,9,1702.55
257,3,9,802.26
482,1,2,437.46
1298,1,2,187.39
2448,4,10,209.84
461,2,12,1295.43
3326,3,8,1592.19
2140,2,2,152.55
943,3,9,583.27
2384,3,7,91.15
1978,5,12,64.93
2997,3,6,91.15
2025,5,2,1230.27
43,3,1,693.76
1935,1,10,1215.34
1710,4,4,135.85
1513,6,7,129.01
2567,4,8,445.21
3433,1,2,327.98
6,2,5,143.36
2688,4,5,64.51
3195,4,4,167.21
405,5,10,64.93
1060,5,6,217.51
2684,2,10,114.93
1853,6,7,834.94
399,2,4,110.81
3285,2,12,75.48
2473,1,5,437.46
3044,6,2,1305.25
367,6,3,834.94
2537,6,10,547.28
2756,5,3,1230.27
1368,6,2,128.46
224,3,11,693.76
2281,5,4,448.68
1405,4,3,309.81
2309,5,1,1055.82
2734,5,10,509.97
1527,3,3,75.14
1181,5,6,198.22
295,1,9,17.87
1186,3,9,110.56
949,4,4,75.75
2378,1,9,1383.61
1363,3,10,139.23
2599,1,11,957.02
907,6,12,43.97
1857,5,7,451.65
2494,5,8,431.33
508,4,1,737.57
2475,5,7,1055.82
69,5,6,1055.82
2545,1,3,17.87
1714,5,7,448.68
1478,4,12,75.75
534,4,1,167.21
3197,3,4,75.14
1072,1,4,957.02
2505,2,12,195.34
2954,6,4,812.44
1278,3,7,199.1
3047,1,4,1408.91
2097,5,4,1055.82
729,1,9,751.02
1601,1,4,50.66
1724,5,8,431.33
175,1,10,690.49
451,4,4,182.81
2972,2,1,75.48
2481,2,6,133.38
273,5,7,1230.27
1650,6,3,129.01
152,3,5,583.27
2118,5,8,1055.82
233,4,12,209.84
2758,3,2,75.14
802,6,3,1028.76
2924,3,10,583.27
3182,1,5,690.49
43,3,10,450.77
2142,2,2,1295.43
82,5,10,431.33
636,1,11,104.24
1000,1,6,356.5
1138,1,8,437.46
2979,1,3,50.66
815,1,7,409.86
3273,4,10,75.75
316,2,12,114.93
501,5,7,709.34
2860,5,12,1230.27
1904,3,8,110.56
1589,1,1,1383.61
1946,3,7,450.77
2210,4,11,72.6
2712,4,8,459.46
3314,3,3,45.96
2195,6,10,1103.43
147,2,1,1702.55
729,1,12,690.49
2403,2,2,143.36
2336,2,8,1295.43
860,5,5,217.51
2627,3,11,1544.61
1193,1,11,187.39
499,2,1,872.89
1015,1,3,502.47
2957,6,1,1305.25
2001,5,5,448.68
662,4,6,209.84
640,5,11,509.97
1558,2,10,1702.55
2572,5,3,217.51
689,6,9,155.65
1041,5,1,509.97
2217,6,11,827.16
2492,1,10,1408.91
452,5,12,144.26
906,1,12,957.02
841,6,5,834.94
2850,6,6,1103.43
495,1,7,957.02
1617,3,12,693.76
1639,3,4,139.23
2897,2,8,114.93
1731,5,5,198.22
2057,4,6,817.36
1468,2,7,1295.43
233,2,5,872.89
50,3,4,1592.19
2369,2,12,903.11
3093,4,5,209.84
320,1,2,409.86
1910,4,12,737.57
99,4,9,817.36
1102,5,2,451.65
482,3,1,450.77
2401,6,12,1660.88
1395,4,10,817.36
437,5,7,709.34
2826,1,10,356.5
1184,6,2,812.44
2032,6,6,834.94
2349,2,7,872.89
135,1,1,409.86
2438,2,12,133.38
160,6,9,1069.55
818,5,10,509.97
934,2,12,133.38
470,4,3,182.81
667,1,1,17.87
419,2,9,745.94
2100,4,12,64.51
2426,4,8,817.36
34,1,7,187.39
2384,2,5,1702.55
1607,1,12,299.27
2813,1,6,409.86
2839,3,10,75.14
1839,6,4,1028.76
3324,4,11,209.84
917,4,6,167.21
1073,5,4,1230.27
2759,3,8,4.8
1107,3,4,75.14
140,3,1,91.15
686,1,6,409.86
2775,5,12,64.93
1880,5,10,448.68
1129,4,12,445.21
2498,2,12,1295.43
504,1,3,502.47
1579,3,1,1592.19
976,6,7,129.01
564,1,8,502.47
235,4,6,309.81
1342,1,7,1383.61
3020,2,5,189.28
533,3,7,771.12
2977,1,10,751.02
1173,3,9,91.15
727,1,7,327.98
1071,2,11,114.93
2215,6,12,129.01
2302,2,8,903.11
1832,6,7,1103.43
1882,6,8,1069.55
1505,1,11,437.46
794,3,4,139.23
931,5,4,144.26
2174,2,9,195.34
2650,1,3,25.09
2359,6,6,812.44
2848,3,5,139.23
1470,5,4,41.13
2134,2,9,75.48
2911,1,3,104.24
718,4,9,90.1
3252,1,4,1383.61
2815,6,1,129.01
1681,4,12,737.57
2711,3,10,75.14
806,2,10,745.94
2678,3,7,1592.19
1639,2,6,1702.55
2513,6,8,1660.88
2369,2,2,152.55
3395,6,12,155.65
1033,1,1,737.17
3247,5,8,57.73
2629,2,4,903.11
3463,4,1,309.81
3034,2,8,110.81
3267,5,7,431.33
355,6,3,547.28
3115,3,3,4.8
1382,6,5,1305.25
3257,1,4,1408.91
354,5,10,448.68
3314,4,5,459.46
469,3,2,4.8
645,5,6,509.97
34,4,8,209.84
3149,3,7,771.12
565,1,2,690.49
1573,3,5,139.23
1421,1,7,356.5
1726,6,9,812.44
990,6,12,547.28
2796,5,2,217.51
2759,4,3,75.75
1508,6,8,1305.25
1634,2,12,152.55
2901,2,5,745.94
1275,2,4,114.93
983,3,5,1544.61
1729,2,3,903.11
1147,1,6,17.87
166,5,2,709.34
1930,1,8,1215.34
1273,1,4,104.24
2597,1,12,104.24
3365,6,8,1230.3
586,6,2,1660.88
1611,4,9,135.85
230,3,10,45.96
3384,4,4,209.84
1658,4,1,445.21
3135,1,2,327.98
3268,6,8,1103.43
1456,5,12,64.93
2786,6,4,1069.55
1932,4,8,817.36
1269,4,4,64.51
369,6,8,812.44
2735,2,8,745.94
685,4,9,830.24
2912,3,5,4.8
1288,5,9,451.65
3146,5,10,709.34
2508,3,8,1544.61
2092,6,3,1069.55
1671,5,11,448.68
3211,2,7,903.11
3084,5,3,198.22
3454,6,8,128.46
2772,3,10,583.27
1114,4,1,737.57
970,2,11,1295.43
127,4,1,182.81
631,1,4,50.66
2434,2,2,872.89
3001,1,5,957.02
1237,1,11,17.87
1722,1,12,1612.25
2883,3,4,199.1
2385,6,7,1630.25
2667,6,8,547.28
1676,6,8,1279.4
3045,4,10,817.36
3410,3,5,75.14
2356,1,6,737.17
1493,2,5,1702.55
1446,4,2,182.81
1406,6,7,128.46
3360,3,3,110.56
2099,2,3,75.48
2646,1,2,187.39
165,6,9,155.65
641,1,1,1408.91
1179,6,7,1630.25
1127,4,8,209.84
2591,3,1,771.12
1860,6,5,1279.4
145,1,11,17.87
1013,1,9,327.98
2576,1,5,751.02
3339,1,4,502.47
629,5,10,448.68
1517,5,5,1055.82
198,6,7,129.01
1951,3,4,1592.19
2327,6,5,1660.88
1411,2,8,114.93
1405,1,11,17.87
3354,5,3,451.65
3157,2,10,1295.43
79,1,11,737.17
1944,1,7,187.39
2874,3,9,583.27
3439,5,8,1055.82
690,2,8,75.48
2583,6,9,1103.43
86,3,6,14.23
3241,2,5,75.48
72,2,8,198.29
1762,5,5,448.68
3397,5,5,641.64
2386,6,11,1660.88
177,1,7,327.98
732,2,6,189.28
3052,4,11,309.81
1731,3,11,139.23
3048,3,4,75.14
2719,4,12,445.21
3250,4,6,817.36
343,4,5,72.6
215,3,10,45.96
2372,3,8,91.15
3465,4,7,64.51
1234,4,7,182.81
1669,6,11,1279.4
1897,5,2,471.6
2016,6,5,129.01
2606,4,9,75.75
1519,3,10,583.27
1194,3,8,771.12
1482,1,5,299.27
3294,4,10,737.57
1165,1,2,299.27
2152,1,7,737.17
2142,3,7,693.76
690,5,1,1010.02
2191,6,2,129.01
1398,6,8,1103.43
385,3,5,139.23
2465,3,4,91.15
2046,2,5,1702.55
2478,1,4,143.82
365,5,2,1055.82
259,5,12,448.68
1640,5,2,57.73
2383,1,2,1612.25
346,3,4,91.15
2538,2,10,1295.43
457,6,4,1028.76
2407,4,8,445.21
3498,6,2,43.97
1120,4,10,133.78
1047,3,1,693.76
1812,4,4,64.51
503,6,7,827.16
713,5,3,448.68
142,4,4,72.6
803,2,6,872.89
695,1,3,751.02
2220,3,3,771.12
1830,1,4,1612.25
529,3,1,139.23
1428,1,12,957.02
2498,4,6,75.75
2222,1,11,690.49
386,4,7,182.81
2288,5,12,641.64
210,1,6,409.86
2679,1,10,179.44
1029,3,3,1544.61
3095,2,11,189.28
375,2,9,133.38
1572,2,10,1702.55
911,1,11,143.82
2548,5,8,217.51
2103,3,6,139.23
3233,5,10,448.68
2472,1,10,957.02
1759,4,6,167.21
1315,4,5,72.6
539,3,7,583.27
27,1,4,50.66
1978,2,1,152.55
3455,1,6,17.87
2048,1,10,502.47
469,4,2,459.46
3102,2,3,1702.55
2500,1,2,179.44
3491,1,2,50.66
2317,1,7,751.02
2290,6,2,1630.25
2856,5,12,509.97
