customer_id,gender,past_3_years_bike_related_purchases,job_industry_category,wealth_segment,owns_car,tenure,Age,state,property_valuation,sales_profit
58,1,26,2.0,2,1,17.0,50.0,2.0,9.0,3501.37
59,0,60,7.0,3,0,3.0,17.0,2.0,9.0,2628.37
60,1,18,7.0,1,0,10.0,47.0,2.0,10.0,647.22
61,1,47,3.0,3,0,13.0,58.0,2.0,7.0,4254.240000000001
62,1,38,4.0,1,1,22.0,38.0,2.0,8.0,4920.879999999999
63,1,58,5.0,1,1,16.0,52.0,2.0,9.0,2190.05
64,0,73,4.0,3,0,4.0,39.0,3.0,8.0,546.68
65,0,21,2.0,2,1,15.0,41.0,2.0,10.0,4441.61
66,0,46,6.0,3,0,1.0,15.0,2.0,10.0,4549.2
67,0,67,5.0,1,0,18.0,57.0,2.0,10.0,1203.29
68,1,37,7.0,2,0,9.0,43.0,3.0,7.0,3842.5599999999995
69,1,16,7.0,1,0,6.0,48.0,3.0,7.0,5294.750000000001
70,0,78,2.0,2,0,8.0,24.0,2.0,12.0,2736.9
71,0,30,6.0,2,1,12.0,32.0,2.0,10.0,155.65
72,0,93,7.0,2,1,16.0,45.0,1.0,6.0,2559.7799999999997
73,1,16,7.0,2,1,5.0,57.0,2.0,8.0,2316.51
74,1,94,7.0,1,1,6.0,48.0,1.0,8.0,966.5200000000001
75,1,28,3.0,1,0,19.0,39.0,2.0,8.0,4979.94
76,1,20,5.0,3,1,18.0,39.0,1.0,9.0,2868.16
77,0,79,2.0,1,0,7.0,28.0,1.0,5.0,1657.58
78,0,37,6.0,2,0,8.0,32.0,2.0,9.0,82.26
79,1,76,7.0,1,0,18.0,49.0,2.0,10.0,2597.46
80,0,11,9.0,1,0,13.0,39.0,3.0,1.0,5988.860000000001
81,1,58,1.0,3,0,13.0,31.0,2.0,6.0,3249.02
82,1,93,3.0,3,0,19.0,52.0,3.0,8.0,2924.37
83,0,97,4.0,1,1,18.0,50.0,2.0,12.0,1798.1999999999998
84,0,78,7.0,1,1,14.0,59.0,2.0,11.0,2295.2199999999993
85,0,1,7.0,1,0,8.0,59.0,2.0,11.0,563.37
86,0,75,1.0,3,1,7.0,28.0,2.0,11.0,2360.0900000000006
87,0,78,2.0,1,0,8.0,43.0,2.0,12.0,3740.7599999999998
88,1,41,3.0,3,1,7.0,51.0,2.0,12.0,2534.3300000000004
89,0,74,1.0,1,1,14.0,50.0,2.0,11.0,5779.65
90,0,76,7.0,1,0,11.0,33.0,2.0,10.0,2990.73
91,0,69,2.0,2,1,17.0,62.0,2.0,9.0,5242.410000000001
92,1,98,1.0,1,0,12.0,37.0,3.0,10.0,2967.44
93,0,63,5.0,1,1,10.0,41.0,3.0,10.0,2976.41
94,0,33,7.0,1,0,21.0,43.0,2.0,7.0,4902.21
95,1,67,7.0,2,1,8.0,57.0,3.0,10.0,3050.81
96,0,33,7.0,1,0,15.0,49.0,2.0,11.0,1135.25
97,0,16,2.0,1,1,10.0,38.0,2.0,8.0,4911.209999999999
98,1,19,1.0,1,0,7.0,61.0,2.0,10.0,1930.56
99,0,97,2.0,1,0,3.0,19.0,2.0,9.0,4557.650000000001
100,0,80,2.0,1,1,4.0,49.0,2.0,12.0,877.4
101,0,83,7.0,3,0,11.0,42.0,2.0,10.0,2589.89
102,0,51,7.0,2,0,16.0,61.0,2.0,9.0,2587.01
103,1,49,2.0,2,1,4.0,20.0,2.0,12.0,913.32
104,1,40,1.0,1,1,9.0,39.0,1.0,10.0,3550.26
105,1,25,7.0,1,0,1.0,16.0,2.0,10.0,3475.04
106,0,54,1.0,3,1,18.0,51.0,2.0,9.0,2513.69
107,1,97,2.0,1,1,9.0,27.0,2.0,12.0,2343.9700000000003
108,1,4,7.0,3,0,3.0,23.0,2.0,8.0,2557.42
109,0,16,7.0,2,1,4.0,39.0,2.0,11.0,4430.660000000001
110,0,23,2.0,2,0,1.0,17.0,3.0,8.0,2621.55
111,1,65,7.0,1,0,2.0,24.0,2.0,12.0,3014.53
112,1,88,5.0,3,0,12.0,42.0,3.0,11.0,5742.19
113,0,67,7.0,1,0,20.0,61.0,1.0,4.0,2329.4900000000002
114,1,10,9.0,2,0,8.0,32.0,2.0,9.0,2195.26
115,0,77,1.0,1,0,18.0,36.0,3.0,1.0,3135.87
116,0,49,7.0,2,1,2.0,18.0,2.0,8.0,2447.54
117,1,75,7.0,1,0,15.0,35.0,1.0,6.0,6917.34
118,0,43,7.0,3,0,19.0,58.0,3.0,10.0,3550.1
119,0,9,7.0,3,1,9.0,36.0,3.0,7.0,4217.24
120,0,80,2.0,3,1,4.0,39.0,2.0,2.0,1306.78
121,0,82,7.0,1,0,15.0,60.0,2.0,9.0,2892.0899999999997
122,0,87,2.0,1,1,12.0,38.0,1.0,2.0,2695.2200000000003
123,1,85,2.0,3,0,15.0,29.0,2.0,8.0,3245.75
124,1,27,1.0,3,1,5.0,22.0,3.0,8.0,4054.2499999999995
125,1,94,3.0,1,0,16.0,57.0,2.0,10.0,3345.01
126,0,53,1.0,1,1,3.0,25.0,1.0,4.0,1096.46
127,1,81,2.0,1,0,19.0,43.0,1.0,1.0,3993.7099999999996
128,0,73,3.0,1,1,12.0,40.0,2.0,5.0,2193.0600000000004
129,0,64,2.0,3,1,19.0,32.0,2.0,9.0,2753.7499999999995
130,0,32,7.0,1,0,1.0,20.0,2.0,7.0,1779.58
131,1,57,5.0,3,0,8.0,53.0,1.0,3.0,5494.910000000001
132,1,5,7.0,1,1,9.0,54.0,2.0,8.0,2780.7200000000003
133,0,12,2.0,1,1,16.0,40.0,1.0,1.0,803.89
134,1,34,8.0,2,1,5.0,20.0,2.0,11.0,2946.4199999999996
135,1,18,4.0,1,0,3.0,42.0,3.0,6.0,4549.5
136,0,46,7.0,3,1,7.0,44.0,1.0,3.0,3543.2
137,0,27,3.0,3,0,10.0,30.0,2.0,10.0,1496.4499999999998
138,0,5,2.0,2,1,13.0,32.0,2.0,9.0,3377.12
139,0,1,8.0,2,0,4.0,53.0,1.0,1.0,5161.44
140,0,9,7.0,1,0,2.0,23.0,3.0,9.0,2699.9
141,0,67,2.0,3,1,10.0,63.0,2.0,11.0,2138.35
142,0,57,1.0,2,0,17.0,50.0,3.0,9.0,3917.34
143,0,19,6.0,1,1,11.0,60.0,1.0,6.0,2474.7700000000004
144,2,71,4.0,1,0,11.0,40.0,2.0,3.0,4888.02
145,0,33,2.0,1,0,4.0,20.0,2.0,5.0,3140.3
146,0,34,7.0,1,0,8.0,32.0,2.0,11.0,217.06
147,1,32,1.0,1,1,10.0,44.0,2.0,11.0,5034.16
148,1,69,7.0,1,1,5.0,36.0,3.0,8.0,3268.4
149,1,41,1.0,1,1,1.0,22.0,1.0,7.0,2204.48
150,0,6,2.0,2,0,17.0,34.0,2.0,7.0,2446.51
151,0,36,7.0,1,1,13.0,52.0,2.0,9.0,5665.41
152,1,5,2.0,1,0,16.0,36.0,2.0,12.0,1966.8799999999999
153,1,73,9.0,1,1,12.0,40.0,2.0,8.0,5522.51
154,1,90,7.0,1,0,11.0,59.0,2.0,8.0,683.6300000000001
155,0,4,7.0,1,0,10.0,32.0,2.0,10.0,1088.42
156,1,23,2.0,1,1,11.0,38.0,3.0,11.0,3095.3699999999994
157,0,97,2.0,2,0,16.0,43.0,3.0,8.0,492.23
158,0,99,7.0,2,0,5.0,33.0,2.0,6.0,4627.349999999999
159,0,90,1.0,2,0,13.0,30.0,2.0,10.0,2935.3700000000003
160,0,5,1.0,1,0,18.0,53.0,2.0,11.0,2614.16
161,0,49,7.0,1,0,16.0,41.0,2.0,10.0,459.46
162,0,90,4.0,1,0,15.0,38.0,2.0,10.0,1329.6100000000001
163,1,58,9.0,3,1,14.0,41.0,3.0,10.0,1101.28
164,1,55,5.0,2,1,1.0,18.0,1.0,4.0,786.14
165,0,61,6.0,1,1,12.0,33.0,2.0,10.0,6182.5199999999995
166,0,54,7.0,2,0,6.0,62.0,1.0,4.0,4197.4400000000005
167,1,95,1.0,3,1,17.0,48.0,1.0,6.0,5993.34
168,2,8,4.0,2,1,11.0,40.0,3.0,6.0,5800.6
169,0,20,8.0,3,1,5.0,60.0,2.0,9.0,696.26
170,0,80,1.0,3,0,21.0,42.0,3.0,8.0,1820.81
171,1,62,7.0,1,0,10.0,47.0,2.0,11.0,4833.139999999999
172,0,54,7.0,2,1,6.0,29.0,3.0,4.0,2348.66
173,1,99,1.0,2,0,1.0,20.0,2.0,8.0,6549.51
174,1,93,1.0,1,0,12.0,28.0,2.0,9.0,7628.24
175,0,36,7.0,2,0,5.0,42.0,3.0,11.0,2170.54
176,0,39,3.0,1,0,10.0,25.0,2.0,8.0,3090.0700000000006
177,1,25,2.0,3,0,4.0,28.0,2.0,5.0,4108.6
178,0,2,7.0,2,0,8.0,50.0,2.0,7.0,2184.58
179,0,23,7.0,3,1,6.0,51.0,2.0,9.0,1814.59
180,1,16,6.0,2,0,14.0,46.0,1.0,8.0,4065.3500000000004
181,1,49,7.0,1,0,9.0,35.0,3.0,1.0,2365.24
182,0,99,2.0,2,1,7.0,25.0,1.0,4.0,5409.12
183,1,7,5.0,2,0,3.0,20.0,2.0,10.0,3187.8399999999997
184,0,40,7.0,3,1,7.0,46.0,2.0,1.0,2181.3500000000004
185,0,80,3.0,1,1,13.0,38.0,2.0,5.0,3547.6800000000003
186,1,46,2.0,1,0,3.0,43.0,1.0,7.0,2166.17
187,0,97,7.0,1,0,11.0,63.0,2.0,10.0,3014.88
188,1,54,3.0,3,1,13.0,42.0,2.0,11.0,2658.87
189,0,73,2.0,2,0,10.0,36.0,3.0,4.0,5329.98
190,1,42,1.0,2,0,10.0,38.0,2.0,9.0,704.28
191,0,22,7.0,2,1,6.0,57.0,2.0,7.0,834.94
192,1,2,1.0,1,1,8.0,39.0,3.0,6.0,1519.4699999999998
193,0,13,7.0,1,1,12.0,53.0,1.0,7.0,2551.4999999999995
194,1,4,2.0,2,0,10.0,43.0,1.0,5.0,2608.2799999999997
195,1,34,7.0,1,0,6.0,59.0,3.0,9.0,9633.41
196,0,90,7.0,3,0,6.0,51.0,2.0,8.0,3737.9999999999995
197,1,32,7.0,3,0,5.0,40.0,2.0,12.0,3651.7100000000005
198,1,82,9.0,1,0,16.0,36.0,3.0,7.0,6631.87
199,1,61,1.0,1,1,21.0,39.0,2.0,8.0,2650.5299999999997
200,0,7,3.0,2,1,19.0,60.0,1.0,2.0,7283.860000000001
201,0,45,7.0,1,1,11.0,51.0,2.0,9.0,4369.02
202,1,38,9.0,2,1,16.0,54.0,1.0,5.0,1295.9099999999999
203,0,71,6.0,1,1,11.0,53.0,2.0,11.0,1481.12
204,0,56,2.0,1,0,5.0,41.0,3.0,10.0,6287.290000000001
205,0,18,2.0,1,1,6.0,59.0,3.0,9.0,2008.2699999999998
206,1,98,7.0,1,1,14.0,63.0,2.0,9.0,3816.6499999999996
207,1,9,7.0,1,0,7.0,23.0,1.0,8.0,1630.03
208,0,57,3.0,3,0,5.0,23.0,1.0,7.0,3342.02
209,0,9,7.0,2,1,6.0,60.0,2.0,11.0,3081.0700000000006
210,0,50,3.0,1,0,18.0,54.0,3.0,9.0,2957.03
211,1,6,7.0,1,1,5.0,43.0,2.0,10.0,4090.05
212,1,21,4.0,2,0,1.0,16.0,1.0,4.0,1790.41
213,0,13,2.0,3,1,6.0,21.0,1.0,4.0,8544.5
214,0,82,1.0,1,0,6.0,60.0,1.0,9.0,2498.84
215,1,37,5.0,3,1,18.0,43.0,1.0,3.0,3889.39
216,1,12,2.0,3,1,7.0,22.0,2.0,10.0,2152.05
217,1,63,7.0,3,0,16.0,38.0,2.0,11.0,2335.69
218,1,37,3.0,3,1,8.0,24.0,2.0,8.0,1476.17
219,0,9,1.0,1,0,7.0,53.0,2.0,8.0,1688.33
220,1,79,7.0,3,0,9.0,63.0,3.0,8.0,4304.11
221,1,14,7.0,1,0,14.0,37.0,2.0,8.0,3865.68
222,0,89,1.0,1,0,16.0,39.0,2.0,11.0,1428.06
223,0,13,7.0,2,1,14.0,34.0,2.0,7.0,4410.070000000001
224,0,2,2.0,2,0,17.0,50.0,2.0,12.0,3692.09
225,1,84,1.0,2,0,13.0,40.0,2.0,9.0,1587.55
226,0,96,7.0,1,0,20.0,40.0,2.0,7.0,1173.8600000000001
227,0,99,9.0,1,0,18.0,44.0,2.0,9.0,3906.03
228,1,59,7.0,3,0,12.0,31.0,2.0,7.0,3719.75
229,0,30,3.0,3,0,19.0,51.0,2.0,10.0,1811.84
230,1,74,3.0,3,0,11.0,63.0,2.0,11.0,5319.629999999999
231,0,48,2.0,1,1,3.0,22.0,2.0,10.0,2344.52
232,1,94,5.0,1,0,12.0,30.0,2.0,9.0,3157.5899999999997
233,0,34,3.0,1,0,13.0,31.0,2.0,10.0,2187.09
234,1,71,5.0,3,0,12.0,48.0,2.0,10.0,5763.129999999999
235,1,30,1.0,1,0,15.0,41.0,2.0,8.0,4685.820000000001
236,0,79,1.0,2,0,14.0,63.0,3.0,2.0,2434.64
237,0,18,3.0,3,1,11.0,43.0,2.0,11.0,3635.04
238,0,54,7.0,1,1,14.0,33.0,2.0,8.0,3112.57
239,0,62,1.0,2,0,3.0,25.0,1.0,3.0,5928.23
240,0,49,4.0,3,1,15.0,28.0,2.0,9.0,2338.2099999999996
241,0,94,9.0,1,0,20.0,30.0,1.0,7.0,1922.8199999999997
242,0,17,3.0,2,0,8.0,25.0,2.0,9.0,2558.7
243,1,94,7.0,3,1,14.0,41.0,2.0,8.0,2193.5499999999997
244,0,57,5.0,2,0,8.0,43.0,3.0,6.0,3269.2
245,1,6,2.0,2,0,1.0,16.0,3.0,1.0,2213.02
246,1,63,7.0,3,0,9.0,26.0,1.0,5.0,3174.16
247,1,62,2.0,3,1,13.0,34.0,2.0,4.0,4913.16
248,1,76,1.0,2,1,12.0,39.0,2.0,10.0,3193.3200000000006
249,0,65,4.0,3,0,9.0,25.0,2.0,11.0,2236.13
250,0,53,1.0,1,1,13.0,29.0,2.0,10.0,4019.05
251,1,88,2.0,2,1,10.0,40.0,2.0,8.0,1210.0
252,1,39,3.0,1,1,13.0,34.0,2.0,7.0,2597.64
253,1,82,1.0,1,1,1.0,20.0,2.0,7.0,1191.2900000000002
254,1,98,5.0,1,0,14.0,56.0,3.0,1.0,6780.950000000001
255,1,2,4.0,1,0,5.0,63.0,3.0,2.0,6813.82
256,1,16,1.0,3,1,21.0,42.0,2.0,7.0,1728.66
257,1,70,7.0,2,1,19.0,51.0,2.0,5.0,3650.53
258,1,24,7.0,3,0,9.0,25.0,2.0,6.0,1642.58
259,1,70,1.0,3,1,3.0,34.0,2.0,6.0,2124.6499999999996
260,1,47,1.0,3,1,22.0,38.0,1.0,2.0,3381.41
261,0,74,7.0,1,0,8.0,40.0,2.0,1.0,4033.15
262,0,97,1.0,3,1,10.0,40.0,2.0,10.0,2117.86
263,1,89,1.0,3,0,7.0,32.0,2.0,9.0,3476.94
264,0,31,1.0,1,0,11.0,40.0,2.0,10.0,1025.3
265,0,74,5.0,3,1,18.0,52.0,3.0,9.0,2692.9100000000003
266,1,69,5.0,2,0,18.0,28.0,2.0,10.0,1742.83
267,2,53,4.0,3,0,11.0,40.0,2.0,10.0,2337.9900000000002
268,1,60,7.0,1,0,10.0,39.0,2.0,9.0,2713.19
269,0,55,3.0,1,1,9.0,63.0,3.0,7.0,1668.8500000000001
270,1,38,7.0,1,1,17.0,47.0,3.0,10.0,4625.21
271,1,51,2.0,1,0,4.0,26.0,1.0,2.0,1026.27
272,1,22,5.0,1,1,1.0,30.0,2.0,12.0,3842.0699999999997
273,0,54,7.0,1,0,19.0,54.0,3.0,9.0,6519.24
274,1,66,1.0,1,1,14.0,41.0,3.0,8.0,790.06
275,0,7,1.0,3,0,13.0,62.0,2.0,4.0,4141.679999999999
276,1,47,2.0,1,0,22.0,27.0,3.0,8.0,1107.95
277,1,69,7.0,3,0,15.0,61.0,1.0,8.0,1967.13
278,0,22,7.0,2,1,4.0,20.0,2.0,12.0,827.16
279,1,0,7.0,1,0,11.0,36.0,2.0,11.0,2455.9300000000003
280,0,15,7.0,2,1,5.0,22.0,2.0,8.0,7360.530000000001
281,1,51,2.0,3,1,8.0,45.0,2.0,6.0,2233.67
282,0,82,6.0,3,1,11.0,28.0,1.0,5.0,624.1500000000001
283,1,34,5.0,1,0,2.0,26.0,1.0,6.0,4926.57
284,0,38,2.0,3,1,9.0,31.0,2.0,11.0,3251.42
285,1,3,7.0,1,0,12.0,40.0,2.0,12.0,2626.74
286,0,99,7.0,2,1,11.0,28.0,1.0,7.0,1954.6999999999998
287,1,41,7.0,2,0,4.0,32.0,2.0,8.0,1408.91
288,0,71,7.0,3,0,9.0,32.0,3.0,7.0,1808.73
289,1,43,1.0,3,0,10.0,47.0,2.0,9.0,3924.11
290,2,42,4.0,1,0,11.0,40.0,2.0,9.0,3368.2799999999997
291,1,63,9.0,1,0,4.0,46.0,3.0,5.0,605.01
292,1,42,7.0,2,1,9.0,56.0,1.0,8.0,3631.6000000000004
293,0,80,7.0,1,1,20.0,28.0,2.0,2.0,1991.9299999999998
294,0,39,7.0,3,0,5.0,58.0,3.0,7.0,5509.67
295,1,64,7.0,1,1,18.0,53.0,1.0,6.0,4539.9
296,0,34,1.0,3,1,17.0,45.0,2.0,8.0,2515.29
297,1,33,7.0,3,0,16.0,58.0,3.0,7.0,3599.18
298,0,69,7.0,3,0,9.0,61.0,3.0,8.0,5285.59
299,1,80,2.0,1,1,7.0,61.0,2.0,9.0,6897.92
300,0,88,1.0,1,0,9.0,61.0,3.0,9.0,3475.9
301,1,54,7.0,3,0,19.0,37.0,2.0,7.0,89.71000000000001
302,1,32,1.0,1,0,13.0,40.0,1.0,7.0,255.41
303,1,59,6.0,1,1,14.0,43.0,2.0,9.0,3247.08
304,0,36,7.0,1,1,15.0,48.0,2.0,11.0,2785.04
305,1,1,2.0,1,0,11.0,43.0,2.0,4.0,2700.88
306,0,19,1.0,3,0,18.0,44.0,3.0,3.0,239.35
307,0,55,1.0,2,1,12.0,33.0,3.0,9.0,3660.95
308,0,2,4.0,3,0,4.0,34.0,3.0,5.0,4086.21
309,1,53,1.0,1,1,21.0,43.0,3.0,7.0,2208.58
310,1,0,2.0,1,1,18.0,32.0,2.0,9.0,4744.1900000000005
311,1,86,1.0,3,0,12.0,60.0,2.0,10.0,4054.48
312,0,44,2.0,2,1,6.0,59.0,2.0,10.0,5001.71
313,0,70,7.0,1,1,13.0,30.0,3.0,8.0,3186.63
314,1,27,5.0,3,1,5.0,55.0,3.0,3.0,3200.1500000000005
315,1,67,7.0,2,0,12.0,59.0,3.0,10.0,2200.11
316,1,72,7.0,1,1,10.0,41.0,3.0,7.0,2158.71
317,1,26,9.0,1,1,14.0,43.0,2.0,10.0,3537.39
318,1,21,5.0,2,1,18.0,48.0,2.0,2.0,3632.18
319,1,32,5.0,1,1,14.0,46.0,2.0,8.0,3955.9100000000003
320,0,19,1.0,1,0,4.0,20.0,1.0,2.0,7204.66
321,1,58,7.0,1,0,18.0,44.0,1.0,5.0,2006.1799999999998
322,1,19,2.0,1,1,11.0,40.0,1.0,6.0,10341.569999999998
323,1,54,1.0,1,1,7.0,44.0,1.0,9.0,2020.73
324,0,97,4.0,1,1,15.0,31.0,2.0,9.0,1779.6999999999998
325,1,98,2.0,2,1,17.0,46.0,1.0,8.0,4465.08
326,1,74,2.0,1,0,6.0,37.0,2.0,10.0,1201.25
327,1,10,1.0,1,0,12.0,49.0,1.0,8.0,3498.6299999999997
328,1,87,7.0,1,0,12.0,26.0,3.0,8.0,2357.8
329,0,25,9.0,3,1,12.0,33.0,3.0,4.0,3618.01
330,0,78,7.0,3,1,7.0,58.0,2.0,9.0,5296.8
331,0,87,1.0,1,1,3.0,19.0,2.0,8.0,4404.67
332,1,23,1.0,3,0,14.0,39.0,1.0,8.0,239.35
333,1,25,2.0,2,1,8.0,52.0,1.0,5.0,3320.1
334,1,71,2.0,2,1,3.0,18.0,3.0,2.0,2127.59
335,1,20,7.0,2,0,8.0,34.0,3.0,6.0,456.99
336,1,91,7.0,3,0,3.0,37.0,3.0,8.0,2598.16
337,1,67,6.0,3,1,12.0,38.0,3.0,10.0,3388.8199999999997
338,1,33,1.0,1,0,19.0,59.0,3.0,12.0,2343.71
339,1,56,1.0,1,0,12.0,37.0,2.0,8.0,4327.24
340,0,39,6.0,1,1,17.0,44.0,2.0,10.0,2781.36
341,0,10,2.0,1,0,5.0,41.0,2.0,8.0,955.08
342,0,40,1.0,3,0,2.0,30.0,2.0,10.0,667.15
343,1,76,3.0,2,0,13.0,60.0,2.0,11.0,5193.5599999999995
344,1,91,7.0,3,1,4.0,44.0,2.0,9.0,8101.259999999999
345,1,74,1.0,3,1,17.0,28.0,2.0,9.0,3971.4599999999996
346,0,68,2.0,1,0,3.0,36.0,2.0,10.0,6420.700000000001
347,0,50,2.0,1,0,9.0,52.0,2.0,9.0,8326.369999999999
348,0,20,5.0,1,1,9.0,37.0,2.0,10.0,2071.99
349,1,35,7.0,3,0,4.0,36.0,3.0,11.0,1669.2600000000002
350,1,47,1.0,1,1,9.0,40.0,3.0,9.0,1008.71
351,0,69,1.0,1,1,2.0,18.0,3.0,10.0,1438.62
352,0,12,5.0,1,0,4.0,38.0,1.0,6.0,4404.4
353,1,9,7.0,1,0,3.0,37.0,3.0,9.0,6792.829999999999
354,1,87,3.0,1,0,9.0,37.0,2.0,5.0,3101.72
355,1,97,5.0,1,1,3.0,38.0,2.0,8.0,2662.75
356,1,10,9.0,3,0,5.0,42.0,1.0,3.0,2358.0
357,1,21,7.0,2,0,18.0,48.0,3.0,9.0,4455.490000000001
358,1,54,7.0,1,0,18.0,32.0,2.0,9.0,1405.99
359,1,2,7.0,2,1,6.0,59.0,2.0,4.0,2921.7599999999998
360,1,64,3.0,1,1,19.0,61.0,2.0,7.0,5070.23
361,1,59,1.0,1,1,2.0,18.0,2.0,11.0,3428.15
362,1,47,2.0,3,1,18.0,43.0,2.0,7.0,1473.04
363,1,82,5.0,1,1,7.0,29.0,2.0,12.0,9458.17
364,1,96,2.0,2,0,11.0,41.0,1.0,9.0,3329.97
365,1,98,3.0,3,0,15.0,41.0,1.0,5.0,4724.04
366,1,7,9.0,3,0,19.0,63.0,2.0,10.0,2692.7
367,1,93,7.0,1,1,12.0,32.0,2.0,12.0,3634.45
368,1,32,2.0,3,0,6.0,31.0,1.0,6.0,3939.7299999999996
369,0,19,2.0,1,1,9.0,26.0,3.0,10.0,3931.7700000000004
370,0,91,8.0,2,1,3.0,19.0,1.0,4.0,3290.2599999999998
371,0,7,2.0,1,0,7.0,63.0,3.0,4.0,5004.52
372,1,19,3.0,2,1,4.0,30.0,3.0,8.0,2598.1299999999997
373,1,95,1.0,3,1,1.0,17.0,3.0,9.0,1103.43
374,0,81,2.0,1,1,8.0,25.0,3.0,10.0,5271.75
375,0,13,7.0,1,1,7.0,41.0,2.0,9.0,488.0
376,1,60,2.0,1,1,19.0,51.0,3.0,7.0,368.16999999999996
377,0,65,6.0,1,0,1.0,18.0,2.0,5.0,4276.97
378,1,98,5.0,1,0,17.0,43.0,2.0,9.0,3236.3199999999997
379,0,2,7.0,3,1,4.0,37.0,3.0,7.0,640.93
380,1,66,3.0,1,0,17.0,61.0,1.0,1.0,6196.16
381,1,99,7.0,2,0,1.0,21.0,2.0,12.0,4534.24
382,0,68,1.0,1,1,7.0,32.0,2.0,5.0,1657.4499999999998
383,0,37,7.0,2,0,14.0,39.0,1.0,8.0,987.49
384,1,70,2.0,2,0,17.0,41.0,3.0,7.0,2917.5899999999997
385,0,69,1.0,3,0,9.0,51.0,2.0,9.0,5220.5199999999995
