product_id,customer_id,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,purchase_month
61,217,0,1,4,1,2,1,586.45,521.94,5
71,1656,1,1,1,1,3,3,1842.92,1105.75,8
58,485,1,1,3,2,2,2,1280.28,829.51,12
86,2252,0,1,4,2,3,3,774.53,464.72,2
95,3103,0,1,5,1,2,3,569.56,528.43,11
55,506,1,1,2,2,2,3,1894.19,598.76,10
82,1615,,1,4,1,3,2,1148.64,689.18,10
32,1881,1,1,5,1,2,2,642.7,211.37,1
65,2903,1,1,6,1,2,2,1807.45,778.69,12
49,1274,0,1,2,2,2,2,533.51,400.13,12
1,1443,0,1,5,1,2,2,1403.5,954.82,8
24,2091,0,1,1,2,2,3,1777.8,820.78,3
61,1478,,1,4,1,2,1,586.45,521.94,3
7,1493,0,1,5,1,2,1,1311.44,1167.18,7
84,1614,0,1,5,2,2,2,792.9,594.68,3
48,476,0,1,6,1,2,2,1762.96,950.52,7
16,1777,1,1,4,1,3,1,1661.92,1479.11,4
40,940,0,1,3,1,3,2,1458.17,874.9,8
100,2930,1,1,4,2,2,2,1036.59,206.35,10
27,2354,1,1,2,1,2,2,499.53,388.72,10
59,1582,0,1,1,1,2,3,1061.56,733.58,6
34,416,0,1,4,2,3,3,774.53,464.72,6
18,1013,1,1,4,1,3,2,1148.64,689.18,4
83,533,0,1,1,4,2,3,2083.94,675.03,11
82,968,1,1,5,2,2,2,1538.99,829.65,3
88,727,1,1,4,1,2,2,1198.46,381.1,7
77,1160,0,1,4,2,2,3,1240.31,795.1,4
6,3425,1,1,3,1,3,2,227.88,136.73,12
10,1614,1,1,1,1,2,2,1945.43,333.18,11
69,2140,1,1,4,2,2,3,1240.31,795.1,4
15,2589,0,1,6,1,2,2,1292.84,13.44,1
7,2920,1,1,2,2,1,2,980.37,234.43,9
73,62,1,1,1,1,2,2,1945.43,333.18,8
32,1112,0,1,5,1,2,2,642.7,211.37,9
39,1995,1,1,5,1,2,3,1812.75,582.48,5
28,1965,0,1,4,1,2,1,1216.14,1082.36,8
0,1614,0,1,,,,,850.89,,3
25,366,1,1,3,1,3,2,2005.66,1203.4,1
32,2682,0,1,5,1,3,2,1179,707.4,7
78,2993,1,1,5,1,2,3,1765.3,709.48,8
44,1887,0,1,6,1,2,2,1769.64,108.76,8
56,1692,1,1,3,1,2,2,183.86,137.9,8
1,1927,0,1,5,1,2,2,1403.5,954.82,6
15,2567,0,1,4,1,1,2,958.74,748.9,3
17,3276,1,1,6,4,2,3,1362.99,57.74,7
0,1808,0,1,1,1,2,2,478.16,298.72,2
7,2368,0,1,2,2,1,2,980.37,234.43,10
53,470,0,1,3,1,2,2,795.34,101.58,10
20,3270,0,1,2,1,2,1,1775.81,1580.47,3
3,1683,1,1,2,1,2,3,2091.47,388.92,8
14,880,1,1,1,1,3,3,1842.92,1105.75,9
83,309,1,1,1,4,2,3,2083.94,675.03,12
39,1698,1,1,5,1,2,3,1812.75,582.48,11
67,1434,0,1,1,1,2,3,1071.23,380.74,8
40,2712,0,1,2,2,2,3,1894.19,598.76,5
13,892,0,1,1,1,2,2,1163.89,589.27,10
100,832,1,1,4,2,2,2,1036.59,206.35,10
35,1033,1,1,2,1,1,2,1057.51,154.4,5
17,2834,1,1,1,1,3,2,1024.66,614.8,2
79,3015,0,1,4,1,2,2,1555.58,818.01,1
86,3484,0,1,4,2,3,3,774.53,464.72,10
9,2775,0,1,3,2,2,2,742.54,667.4,3
58,1208,1,1,3,1,2,2,912.52,141.4,8
58,2109,0,1,3,2,2,2,1280.28,829.51,6
43,3195,1,1,1,1,2,2,1151.96,649.49,10
88,3366,1,1,4,1,2,2,1198.46,381.1,6
15,2492,0,1,6,1,2,2,1292.84,13.44,2
6,389,1,1,3,1,3,2,227.88,136.73,3
83,1306,,1,1,4,2,3,2083.94,675.03,12
0,552,1,1,1,1,2,2,71.49,53.62,7
82,3009,0,1,5,2,2,2,1538.99,829.65,5
88,2925,0,1,4,1,2,2,1198.46,381.1,6
14,140,0,1,2,1,2,1,1386.84,1234.29,2
67,209,1,1,4,2,2,2,544.05,376.84,9
76,225,0,1,6,1,1,2,642.31,513.85,6
0,1595,0,1,2,1,3,2,358.39,215.03,4
0,2559,1,1,,,,,710.59,,6
18,769,0,1,1,1,2,2,575.27,431.45,12
23,1282,0,1,4,3,1,1,688.63,612.88,5
82,2377,0,1,5,2,2,2,1538.99,829.65,3
62,3355,0,1,1,1,2,2,478.16,298.72,12
20,2350,1,1,2,1,2,1,1775.81,1580.47,5
60,720,0,1,5,1,3,1,1977.36,1759.85,9
65,3249,1,1,6,1,2,2,1807.45,778.69,2
76,2939,1,1,6,1,1,2,642.31,513.85,10
17,1035,1,1,1,1,3,2,1024.66,614.8,11
73,492,0,1,1,1,2,2,1945.43,333.18,10
39,3100,1,1,5,1,2,3,1812.75,582.48,12
34,1586,0,1,6,1,2,2,1231.15,161.6,4
97,31,1,1,3,2,2,2,742.54,667.4,5
9,887,0,1,4,1,2,1,1216.14,1082.36,4
11,3356,0,1,5,1,3,2,1274.93,764.96,8
82,2498,1,1,5,2,2,2,1538.99,829.65,9
96,3415,1,1,5,1,2,3,1635.3,993.66,3
28,2828,0,1,1,2,2,1,1703.52,1516.13,9
39,3117,1,1,5,1,2,3,1812.75,582.48,4
70,2850,0,1,2,1,3,2,495.72,297.43,11
62,2779,1,1,1,1,2,2,478.16,298.72,11
84,683,0,1,2,2,2,2,290.62,215.14,12
21,2342,0,1,1,1,2,3,1071.23,380.74,10
7,3388,0,1,2,2,1,2,980.37,234.43,2
79,1968,1,1,4,1,2,2,1555.58,818.01,6
39,2923,1,1,5,1,2,3,1812.75,582.48,12
67,15,0,1,4,2,2,2,544.05,376.84,3
4,2659,1,1,1,1,2,2,1483.2,99.59,7
96,3417,1,1,6,2,1,1,1172.78,1043.77,9
13,1862,1,1,1,1,2,2,1577.53,826.51,8
76,1670,0,1,6,1,1,2,642.31,513.85,4
33,2126,1,1,5,1,2,1,1311.44,1167.18,12
54,2702,1,1,6,1,2,2,1292.84,13.44,10
93,125,1,1,6,1,2,2,1065.03,230.09,2
63,750,1,1,1,1,2,2,1483.2,99.59,4
52,359,0,1,3,2,2,2,1280.28,829.51,1
33,2820,0,1,5,1,2,1,1311.44,1167.18,9
65,850,1,1,6,1,2,2,1807.45,778.69,11
50,3072,0,1,6,1,2,1,175.89,131.92,5
0,820,0,1,1,1,2,2,71.49,53.62,6
4,919,1,1,5,1,3,2,1129.13,677.48,9
26,1250,0,1,6,1,2,2,1992.93,762.63,3
5,1655,0,1,2,3,1,2,574.64,459.71,5
29,1194,1,1,4,2,2,2,543.39,407.54,12
80,234,0,1,2,1,2,3,1469.44,596.55,3
9,724,0,1,3,2,2,2,742.54,667.4,11
9,1976,0,1,3,2,2,2,742.54,667.4,5
24,193,1,1,1,2,2,3,1777.8,820.78,8
84,1588,1,1,5,2,2,2,792.9,594.68,1
100,290,0,1,4,2,2,2,1036.59,206.35,10
7,167,0,1,5,1,2,1,1311.44,1167.18,3
51,2821,1,1,3,1,3,2,2005.66,1203.4,4
21,1201,0,1,1,1,2,3,1071.23,380.74,8
46,893,0,1,1,1,1,2,1289.85,74.51,7
62,2794,1,1,1,1,2,2,478.16,298.72,9
96,3166,1,1,6,2,1,1,1172.78,1043.77,7
81,1422,0,1,4,1,2,1,586.45,521.94,10
31,3476,0,1,5,1,2,2,230.91,173.18,4
13,505,1,1,1,1,2,2,1577.53,826.51,6
59,1132,0,1,1,1,2,3,1061.56,733.58,10
53,2363,1,1,3,1,2,2,795.34,101.58,11
12,1816,0,1,6,1,2,2,1231.15,161.6,10
18,73,0,1,1,1,2,2,575.27,431.45,4
18,647,1,1,1,1,2,2,575.27,431.45,1
2,1304,1,1,5,2,1,1,590.26,525.33,2
25,344,0,1,3,1,3,2,2005.66,1203.4,11
18,1001,1,1,1,1,2,2,575.27,431.45,10
16,2724,0,1,4,1,3,1,1661.92,1479.11,8
21,1787,1,1,6,4,2,2,1466.68,363.25,8
73,367,,1,1,1,2,2,1945.43,333.18,2
98,524,1,1,2,1,3,2,358.39,215.03,1
69,479,1,1,5,2,2,2,792.9,594.68,9
52,1782,1,1,3,2,2,2,1280.28,829.51,4
16,361,1,1,4,1,3,1,1661.92,1479.11,3
17,1135,0,1,1,1,3,2,1024.66,614.8,4
59,1591,1,1,1,1,2,3,1061.56,733.58,2
3,941,1,1,2,1,2,3,2091.47,388.92,5
87,804,0,1,3,1,2,2,1636.9,44.71,3
25,2729,1,1,5,2,2,2,1538.99,829.65,7
27,223,1,1,2,1,2,2,499.53,388.72,2
10,1571,1,1,6,4,2,2,1466.68,363.25,9
82,2747,0,1,4,1,3,2,1148.64,689.18,1
11,506,1,1,5,1,3,2,1274.93,764.96,4
32,2676,1,1,5,1,2,2,642.7,211.37,12
90,547,1,1,4,1,1,2,363.01,290.41,1
44,2623,1,1,6,1,2,2,1769.64,108.76,12
92,1509,1,1,6,4,2,3,1890.39,260.14,11
21,479,1,1,1,1,2,3,1071.23,380.74,8
0,661,0,1,4,1,1,2,363.01,290.41,11
62,1854,1,1,1,1,3,2,1024.66,614.8,12
72,125,0,1,4,1,2,2,360.4,270.3,5
22,1037,0,1,6,1,2,2,60.34,45.26,7
79,1446,1,1,4,1,2,2,1555.58,818.01,2
28,2810,1,1,4,1,2,1,1216.14,1082.36,7
77,500,1,1,4,2,2,3,1240.31,795.1,6
87,2468,1,1,3,1,2,2,1636.9,44.71,8
5,1785,0,1,2,3,1,2,574.64,459.71,3
66,2560,0,1,5,2,1,1,590.26,525.33,7
66,1853,0,1,5,2,1,1,590.26,525.33,12
71,3468,1,1,1,1,3,3,1842.92,1105.75,9
91,3389,0,1,1,1,2,2,100.35,75.26,3
