customer_id,online_order,brand,list_price,standard_cost,purchase_month
550,1,4,1842.92,1105.75,9
1605,0,4,1240.31,795.1,7
2325,1,5,1311.44,1167.18,8
1420,1,4,688.63,612.88,3
3099,0,6,1231.15,161.6,10
1645,1,3,71.16,56.93,10
546,0,4,1071.23,380.74,11
2885,1,3,235.63,125.07,3
2740,0,6,1890.39,260.14,12
3166,1,4,1483.2,99.59,11
3487,1,6,1992.93,762.63,12
2890,1,5,1311.44,1167.18,9
3370,0,3,795.34,101.58,1
3393,1,4,958.74,748.9,1
2410,0,6,1890.39,260.14,7
3466,1,3,71.16,56.93,2
1454,0,6,1762.96,950.52,11
1967,,4,1483.2,99.59,4
3089,0,5,1765.3,709.48,12
3123,0,5,590.26,525.33,12
2692,0,4,1071.23,380.74,7
2801,1,4,544.05,376.84,4
1580,1,4,1577.53,826.51,10
352,0,6,1807.45,778.69,3
1777,1,2,533.51,400.13,6
142,1,5,1179,707.4,7
3393,0,5,230.91,173.18,12
599,0,4,1024.66,614.8,5
1258,0,4,100.35,75.26,1
3405,1,3,795.34,101.58,10
3198,0,4,1577.53,826.51,1
834,0,2,1775.81,1580.47,6
3467,1,6,1769.64,108.76,11
3436,1,5,792.9,594.68,8
1516,0,3,1636.9,44.71,8
2833,1,5,1274.93,764.96,1
2362,0,4,71.49,53.62,2
2337,0,2,499.53,388.72,7
2149,1,2,358.39,215.03,4
2133,0,4,1151.96,649.49,5
360,1,3,227.88,136.73,5
2969,1,6,642.31,513.85,2
1720,0,4,575.27,431.45,4
2904,0,4,1148.64,689.18,3
754,0,3,742.54,667.4,6
1826,0,5,1403.5,954.82,4
2487,0,6,1065.03,230.09,4
2815,0,3,1458.17,874.9,2
541,0,5,1403.5,954.82,5
302,0,4,1661.92,1479.11,3
2024,1,6,1769.64,108.76,10
142,1,6,1762.96,950.52,7
768,1,3,183.86,137.9,8
2147,1,4,1289.85,74.51,2
529,1,4,945.04,507.58,11
825,0,4,1163.89,589.27,2
624,1,2,1894.19,598.76,4
2302,0,4,1577.53,826.51,11
3380,0,5,1977.36,1759.85,10
314,0,3,227.88,136.73,11
1079,1,4,1555.58,818.01,8
1643,1,5,1274.93,764.96,1
1524,1,4,100.35,75.26,3
3205,1,4,575.27,431.45,4
2860,1,4,1024.66,614.8,11
772,0,4,1163.89,589.27,5
323,1,5,1129.13,677.48,3
2530,,5,1765.3,709.48,3
2426,1,3,1810,1610.9,3
1883,0,6,1762.96,950.52,11
2745,0,6,1231.15,161.6,4
2819,0,4,1240.31,795.1,1
792,0,3,2005.66,1203.4,12
923,0,5,1403.5,954.82,4
3353,0,2,980.37,234.43,7
3394,0,3,1636.9,44.71,11
3213,0,5,1873.97,863.95,10
3260,0,6,1769.64,108.76,3
1015,0,5,1403.5,954.82,12
2266,0,4,1151.96,649.49,1
58,1,3,227.88,136.73,8
3118,1,2,1894.19,598.76,12
1414,0,4,478.16,298.72,8
2202,1,4,363.01,290.41,6
2144,1,5,642.7,211.37,5
1033,1,6,1807.45,778.69,10
2157,1,4,958.74,748.9,6
1097,0,4,945.04,507.58,1
2757,0,6,1231.15,161.6,4
87,1,4,544.05,376.84,11
2049,0,3,1636.9,44.71,10
952,1,4,478.16,298.72,11
1745,0,2,1894.19,598.76,1
40,1,5,1403.5,954.82,5
372,1,2,358.39,215.03,10
1627,1,4,1555.58,818.01,8
444,0,5,1403.5,954.82,11
217,0,4,586.45,521.94,5
1656,1,4,1842.92,1105.75,8
485,1,3,1280.28,829.51,12
2252,0,4,774.53,464.72,2
3103,0,5,569.56,528.43,11
506,1,2,1894.19,598.76,10
1615,,4,1148.64,689.18,10
1881,1,5,642.7,211.37,1
2903,1,6,1807.45,778.69,12
1274,0,2,533.51,400.13,12
1443,0,5,1403.5,954.82,8
2091,0,4,1777.8,820.78,3
1478,,4,586.45,521.94,3
1493,0,5,1311.44,1167.18,7
1614,0,5,792.9,594.68,3
476,0,6,1762.96,950.52,7
1777,1,4,1661.92,1479.11,4
940,0,3,1458.17,874.9,8
2930,1,4,1036.59,206.35,10
2354,1,2,499.53,388.72,10
1582,0,4,1061.56,733.58,6
416,0,4,774.53,464.72,6
1013,1,4,1148.64,689.18,4
533,0,4,2083.94,675.03,11
968,1,5,1538.99,829.65,3
727,1,4,1198.46,381.1,7
1160,0,4,1240.31,795.1,4
3425,1,3,227.88,136.73,12
1614,1,4,1945.43,333.18,11
2140,1,4,1240.31,795.1,4
2589,0,6,1292.84,13.44,1
2920,1,2,980.37,234.43,9
62,1,4,1945.43,333.18,8
1112,0,5,642.7,211.37,9
1995,1,5,1812.75,582.48,5
1965,0,4,1216.14,1082.36,8
1614,0,,850.89,,3
366,1,3,2005.66,1203.4,1
2682,0,5,1179,707.4,7
2993,1,5,1765.3,709.48,8
1887,0,6,1769.64,108.76,8
1692,1,3,183.86,137.9,8
1927,0,5,1403.5,954.82,6
2567,0,4,958.74,748.9,3
3276,1,6,1362.99,57.74,7
1808,0,4,478.16,298.72,2
2368,0,2,980.37,234.43,10
470,0,3,795.34,101.58,10
3270,0,2,1775.81,1580.47,3
1683,1,2,2091.47,388.92,8
880,1,4,1842.92,1105.75,9
309,1,4,2083.94,675.03,12
1698,1,5,1812.75,582.48,11
1434,0,4,1071.23,380.74,8
2712,0,2,1894.19,598.76,5
892,0,4,1163.89,589.27,10
832,1,4,1036.59,206.35,10
1033,1,2,1057.51,154.4,5
2834,1,4,1024.66,614.8,2
3015,0,4,1555.58,818.01,1
3484,0,4,774.53,464.72,10
2775,0,3,742.54,667.4,3
1208,1,3,912.52,141.4,8
2109,0,3,1280.28,829.51,6
3195,1,4,1151.96,649.49,10
3366,1,4,1198.46,381.1,6
2492,0,6,1292.84,13.44,2
389,1,3,227.88,136.73,3
1306,,4,2083.94,675.03,12
552,1,4,71.49,53.62,7
3009,0,5,1538.99,829.65,5
2925,0,4,1198.46,381.1,6
140,0,2,1386.84,1234.29,2
209,1,4,544.05,376.84,9
225,0,6,642.31,513.85,6
1595,0,2,358.39,215.03,4
2559,1,,710.59,,6
769,0,4,575.27,431.45,12
1282,0,4,688.63,612.88,5
2377,0,5,1538.99,829.65,3
3355,0,4,478.16,298.72,12
2350,1,2,1775.81,1580.47,5
720,0,5,1977.36,1759.85,9
3249,1,6,1807.45,778.69,2
2939,1,6,642.31,513.85,10
1035,1,4,1024.66,614.8,11
492,0,4,1945.43,333.18,10
3100,1,5,1812.75,582.48,12
1586,0,6,1231.15,161.6,4
31,1,3,742.54,667.4,5
887,0,4,1216.14,1082.36,4
3356,0,5,1274.93,764.96,8
2498,1,5,1538.99,829.65,9
3415,1,5,1635.3,993.66,3
2828,0,4,1703.52,1516.13,9
3117,1,5,1812.75,582.48,4
2850,0,2,495.72,297.43,11
2779,1,4,478.16,298.72,11
683,0,2,290.62,215.14,12
2342,0,4,1071.23,380.74,10
3388,0,2,980.37,234.43,2
1968,1,4,1555.58,818.01,6
2923,1,5,1812.75,582.48,12
15,0,4,544.05,376.84,3
2659,1,4,1483.2,99.59,7
3417,1,6,1172.78,1043.77,9
1862,1,4,1577.53,826.51,8
1670,0,6,642.31,513.85,4
2126,1,5,1311.44,1167.18,12
2702,1,6,1292.84,13.44,10
125,1,6,1065.03,230.09,2
750,1,4,1483.2,99.59,4
359,0,3,1280.28,829.51,1
2820,0,5,1311.44,1167.18,9
850,1,6,1807.45,778.69,11
3072,0,6,175.89,131.92,5
820,0,4,71.49,53.62,6
919,1,5,1129.13,677.48,9
1250,0,6,1992.93,762.63,3
1655,0,2,574.64,459.71,5
1194,1,4,543.39,407.54,12
234,0,2,1469.44,596.55,3
724,0,3,742.54,667.4,11
1976,0,3,742.54,667.4,5
193,1,4,1777.8,820.78,8
1588,1,5,792.9,594.68,1
290,0,4,1036.59,206.35,10
167,0,5,1311.44,1167.18,3
2821,1,3,2005.66,1203.4,4
1201,0,4,1071.23,380.74,8
893,0,4,1289.85,74.51,7
2794,1,4,478.16,298.72,9
3166,1,6,1172.78,1043.77,7
1422,0,4,586.45,521.94,10
3476,0,5,230.91,173.18,4
505,1,4,1577.53,826.51,6
1132,0,4,1061.56,733.58,10
2363,1,3,795.34,101.58,11
1816,0,6,1231.15,161.6,10
73,0,4,575.27,431.45,4
647,1,4,575.27,431.45,1
1304,1,5,590.26,525.33,2
344,0,3,2005.66,1203.4,11
1001,1,4,575.27,431.45,10
2724,0,4,1661.92,1479.11,8
1787,1,6,1466.68,363.25,8
367,,4,1945.43,333.18,2
524,1,2,358.39,215.03,1
479,1,5,792.9,594.68,9
1782,1,3,1280.28,829.51,4
361,1,4,1661.92,1479.11,3
1135,0,4,1024.66,614.8,4
1591,1,4,1061.56,733.58,2
941,1,2,2091.47,388.92,5
804,0,3,1636.9,44.71,3
2729,1,5,1538.99,829.65,7
223,1,2,499.53,388.72,2
1571,1,6,1466.68,363.25,9
2747,0,4,1148.64,689.18,1
506,1,5,1274.93,764.96,4
2676,1,5,642.7,211.37,12
547,1,4,363.01,290.41,1
2623,1,6,1769.64,108.76,12
1509,1,6,1890.39,260.14,11
479,1,4,1071.23,380.74,8
661,0,4,363.01,290.41,11
1854,1,4,1024.66,614.8,12
125,0,4,360.4,270.3,5
1037,0,6,60.34,45.26,7
1446,1,4,1555.58,818.01,2
2810,1,4,1216.14,1082.36,7
500,1,4,1240.31,795.1,6
2468,1,3,1636.9,44.71,8
1785,0,2,574.64,459.71,3
2560,0,5,590.26,525.33,7
1853,0,5,590.26,525.33,12
3468,1,4,1842.92,1105.75,9
3389,0,4,100.35,75.26,3
3015,0,4,1024.66,614.8,7
3073,1,6,752.64,205.36,4
683,1,4,1777.8,820.78,7
1020,1,4,478.16,298.72,10
1052,0,2,533.51,400.13,11
1679,1,6,1890.39,260.14,1
3330,0,3,795.34,101.58,11
1591,0,4,1151.96,649.49,5
311,1,6,1769.64,108.76,1
1996,0,2,290.62,215.14,11
997,1,4,1240.31,795.1,10
1276,0,4,1198.46,381.1,9
693,0,6,1415.01,1259.36,2
3013,0,5,1311.44,1167.18,1
2234,1,2,290.62,215.14,1
1171,1,3,1227.34,770.89,2
1849,0,3,1793.43,248.82,4
827,1,2,1775.81,1580.47,4
1499,1,2,1386.84,1234.29,8
2233,1,3,1810,1610.9,5
103,1,3,227.88,136.73,6
1202,,4,478.16,298.72,3
1494,1,6,60.34,45.26,6
1559,1,6,1769.64,108.76,10
3381,0,6,1890.39,260.14,2
1517,0,2,1386.84,1234.29,4
776,1,3,1227.34,770.89,10
1018,1,4,945.04,507.58,12
3280,1,5,1129.13,677.48,8
1042,0,6,1762.96,950.52,3
1312,1,4,1577.53,826.51,9
682,1,3,1458.17,874.9,9
1499,1,3,1073.07,933.84,4
1555,0,5,1635.3,993.66,7
246,0,2,980.37,234.43,12
2734,1,5,230.91,173.18,5
2336,0,4,441.49,84.99,5
2391,1,4,1945.43,333.18,8
2139,1,5,1635.3,993.66,6
867,1,6,1362.99,57.74,3
543,0,5,1403.5,954.82,1
2839,0,4,1240.31,795.1,9
3382,1,3,227.88,136.73,10
333,1,4,1071.23,380.74,11
2826,0,6,1172.78,1043.77,10
1707,0,5,1765.3,709.48,1
1198,1,4,945.04,507.58,5
359,0,4,100.35,75.26,9
170,1,6,1807.45,778.69,1
3481,0,2,495.72,297.43,2
3104,,2,1775.81,1580.47,3
695,0,5,1311.44,1167.18,1
2298,0,6,1807.45,778.69,1
753,0,3,795.34,101.58,9
3071,0,4,202.62,151.96,4
1913,1,4,441.49,84.99,11
2633,0,6,1807.45,778.69,9
178,0,4,363.01,290.41,11
252,0,6,1231.15,161.6,3
1032,1,6,1466.68,363.25,8
1094,0,6,1172.78,1043.77,5
1396,1,3,1636.9,44.71,12
1186,0,4,71.49,53.62,8
2770,1,4,1483.2,99.59,1
2271,0,6,1362.99,57.74,7
2518,1,6,1362.99,57.74,1
3197,1,4,1148.64,689.18,6
2538,0,4,1163.89,589.27,2
149,,5,1403.5,954.82,5
1579,1,4,1483.2,99.59,10
1979,1,3,2005.66,1203.4,5
1447,1,5,590.26,525.33,4
2618,0,3,1280.28,829.51,12
1224,1,3,742.54,667.4,8
3053,0,2,290.62,215.14,4
1019,1,4,1151.96,649.49,9
1677,0,3,183.86,137.9,3
1047,1,5,569.56,528.43,4
1320,0,5,1538.99,829.65,8
823,1,6,1769.64,108.76,8
854,0,2,980.37,234.43,10
1141,1,5,569.56,528.43,2
1574,0,5,1179,707.4,7
132,0,5,230.91,173.18,3
1399,1,2,1775.81,1580.47,12
2118,0,5,590.26,525.33,8
825,0,2,290.62,215.14,1
1691,0,4,774.53,464.72,2
345,0,5,1765.3,709.48,8
1665,1,4,958.74,748.9,1
1059,1,2,980.37,234.43,12
964,0,4,363.01,290.41,6
1466,1,6,1172.78,1043.77,11
3477,1,6,1362.99,57.74,8
3318,1,4,1777.8,820.78,5
2490,1,6,1172.78,1043.77,3
3023,0,3,227.88,136.73,3
2878,0,2,495.72,297.43,12
2754,1,6,1762.96,950.52,5
266,0,6,1807.45,778.69,9
1409,0,6,1228.07,400.91,3
3482,0,6,752.64,205.36,10
368,1,6,1228.07,400.91,12
3275,0,4,71.49,53.62,7
904,0,6,642.31,513.85,3
2536,1,4,1777.8,820.78,3
375,1,4,586.45,521.94,7
2694,1,3,742.54,667.4,7
3285,0,6,1231.15,161.6,8
3016,1,4,2083.94,675.03,6
3493,0,5,1765.3,709.48,3
864,0,5,1812.75,582.48,6
2510,0,4,478.16,298.72,3
3097,0,6,1362.99,57.74,10
2156,0,5,1635.3,993.66,3
1600,0,4,543.39,407.54,8
2033,0,5,1538.99,829.65,9
1999,0,4,774.53,464.72,6
968,0,4,945.04,507.58,1
2060,1,2,2091.47,388.92,2
2569,0,4,1036.59,206.35,3
2853,1,6,1890.39,260.14,10
818,0,2,2091.47,388.92,11
3164,1,4,478.16,298.72,9
2211,1,2,533.51,400.13,9
2069,0,4,2083.94,675.03,4
2296,1,4,416.98,312.74,8
2836,0,2,1057.51,154.4,7
524,0,6,1172.78,1043.77,2
1436,0,5,569.56,528.43,2
482,0,4,1071.23,380.74,4
760,0,5,569.56,528.43,9
757,0,6,1065.03,230.09,10
1570,0,4,748.17,448.9,9
3245,0,3,71.16,56.93,9
1841,0,4,202.62,151.96,8
3039,0,3,1227.34,770.89,4
2590,0,2,2091.47,388.92,10
2175,1,6,1292.84,13.44,3
485,1,5,792.9,594.68,10
606,0,3,795.34,101.58,11
761,0,3,1810,1610.9,4
3154,0,2,1469.44,596.55,3
1739,1,5,1129.13,677.48,10
2700,1,6,1992.93,762.63,6
1775,0,3,183.86,137.9,6
46,0,4,1703.52,1516.13,5
3470,0,6,1992.93,762.63,12
3190,1,6,60.34,45.26,2
3076,0,4,748.17,448.9,6
2240,1,6,60.34,45.26,4
2814,0,3,1636.9,44.71,12
29,0,5,1179,707.4,9
2072,0,4,416.98,312.74,7
2486,1,4,1842.92,1105.75,5
2383,1,4,1036.59,206.35,1
759,1,5,1403.5,954.82,10
2777,1,4,478.16,298.72,2
3109,0,4,360.4,270.3,6
3190,0,5,792.9,594.68,3
3420,0,3,1636.9,44.71,4
112,0,5,1129.13,677.48,1
2874,0,4,544.05,376.84,4
940,1,5,642.7,211.37,5
1952,1,3,71.16,56.93,7
1618,1,5,792.9,594.68,12
1817,1,3,183.86,137.9,7
1665,0,4,748.17,448.9,6
2609,0,,1972.01,,7
626,0,3,71.16,56.93,8
693,1,6,1228.07,400.91,12
2151,1,5,642.7,211.37,1
3085,1,5,1873.97,863.95,12
1747,0,4,774.53,464.72,6
2095,0,4,1945.43,333.18,12
1289,0,3,1227.34,770.89,12
2347,0,6,1231.15,161.6,8
1762,0,6,1292.84,13.44,6
1374,0,5,590.26,525.33,5
836,0,3,1458.17,874.9,8
2310,1,4,1661.92,1479.11,12
1371,0,4,958.74,748.9,11
1385,0,4,1703.52,1516.13,3
2744,0,4,945.04,507.58,7
2999,1,4,1703.52,1516.13,1
294,1,4,416.98,312.74,6
1282,0,5,1765.3,709.48,11
1400,0,2,1469.44,596.55,7
2285,0,6,1065.03,230.09,11
623,1,4,1661.92,1479.11,7
1535,0,5,1977.36,1759.85,8
2153,1,3,912.52,141.4,8
2477,0,3,2005.66,1203.4,11
2368,1,6,1292.84,13.44,1
211,1,4,1777.8,820.78,10
1874,0,2,533.51,400.13,8
2243,0,6,175.89,131.92,3
1329,1,6,1292.84,13.44,1
260,0,4,774.53,464.72,8
2587,1,3,1073.07,933.84,6
2606,0,4,958.74,748.9,1
437,0,2,574.64,459.71,7
1117,1,2,1057.51,154.4,5
2101,0,4,1148.64,689.18,1
2638,1,2,1720.7,1531.42,6
2554,1,4,100.35,75.26,3
3393,0,6,1807.45,778.69,6
1929,1,4,100.35,75.26,9
2167,0,2,574.64,459.71,2
2618,0,4,1163.89,589.27,11
1753,0,3,1073.07,933.84,12
1480,1,2,495.72,297.43,10
364,0,2,574.64,459.71,12
633,0,2,1057.51,154.4,1
1284,0,3,12.01,7.21,7
521,1,5,1274.93,764.96,7
2839,1,4,543.39,407.54,12
352,0,4,1842.92,1105.75,1
3486,0,5,1635.3,993.66,12
3048,1,2,1386.84,1234.29,10
1791,0,3,1280.28,829.51,1
1721,1,4,1024.66,614.8,9
411,0,2,533.51,400.13,2
1644,0,2,1057.51,154.4,12
679,1,6,175.89,131.92,5
2989,1,6,1762.96,950.52,4
2485,1,5,642.7,211.37,7
459,1,2,1894.19,598.76,6
669,1,3,1810,1610.9,1
2894,0,6,1992.93,762.63,1
2184,0,3,1793.43,248.82,8
2908,1,2,2091.47,388.92,2
1340,1,4,688.63,612.88,12
2419,0,4,543.39,407.54,11
445,1,4,1216.14,1082.36,2
463,1,5,1765.3,709.48,3
255,0,5,792.9,594.68,11
1210,1,2,358.39,215.03,5
3499,0,5,642.7,211.37,6
2865,1,2,1469.44,596.55,12
2167,1,3,742.54,667.4,7
2195,0,5,1873.97,863.95,12
1754,0,2,1386.84,1234.29,5
1881,1,4,1061.56,733.58,10
1216,0,6,60.34,45.26,5
1192,0,6,752.64,205.36,9
229,1,5,1274.93,764.96,8
2383,1,5,1977.36,1759.85,7
2488,0,2,499.53,388.72,1
3278,1,5,1635.3,993.66,11
3435,1,5,1635.3,993.66,7
1068,1,4,1703.52,1516.13,6
2428,,5,1129.13,677.48,12
2055,0,4,748.17,448.9,6
1084,0,6,1769.64,108.76,12
3435,1,5,792.9,594.68,6
57,0,5,1873.97,863.95,5
418,0,6,1065.03,230.09,7
2554,1,6,752.64,205.36,4
2810,0,4,586.45,521.94,10
285,1,5,792.9,594.68,1
2414,,5,1129.13,677.48,9
1286,0,3,1073.07,933.84,3
1694,1,3,912.52,141.4,5
2265,0,5,1812.75,582.48,9
3402,0,6,1231.15,161.6,10
94,1,5,230.91,173.18,9
2701,0,2,1469.44,596.55,4
3335,1,2,1057.51,154.4,2
1580,0,4,945.04,507.58,11
2832,1,4,71.49,53.62,6
1608,0,5,1635.3,993.66,10
897,1,,311.54,,5
3220,0,5,792.9,594.68,2
2453,0,5,569.56,528.43,8
2755,1,4,586.45,521.94,11
3094,1,4,774.53,464.72,2
666,1,3,235.63,125.07,4
2981,0,4,1071.23,380.74,5
1739,0,6,1362.99,57.74,8
1877,1,4,1240.31,795.1,7
2346,0,4,575.27,431.45,3
1147,0,5,1977.36,1759.85,7
3061,1,3,1073.07,933.84,9
283,1,2,2091.47,388.92,4
1030,1,4,1842.92,1105.75,11
2035,1,2,574.64,459.71,6
1411,0,4,1842.92,1105.75,10
269,0,4,748.17,448.9,2
729,1,2,2091.47,388.92,11
2508,1,2,2091.47,388.92,11
1200,0,3,1636.9,44.71,8
1432,0,6,1466.68,363.25,10
772,0,4,945.04,507.58,12
