customer_id,gender,past_3_years_bike_related_purchases,job_industry_category,wealth_segment,owns_car,tenure,Age,state,property_valuation,sales_profit
58,1,26,2.0,2,1,17.0,50.0,2.0,9.0,437.67125
59,0,60,7.0,3,0,3.0,17.0,2.0,9.0,876.1233333333333
60,1,18,7.0,1,0,10.0,47.0,2.0,10.0,323.61
61,1,47,3.0,3,0,13.0,58.0,2.0,7.0,709.0400000000001
62,1,38,4.0,1,1,22.0,38.0,2.0,8.0,820.1466666666665
63,1,58,5.0,1,1,16.0,52.0,2.0,9.0,730.0166666666668
64,0,73,4.0,3,0,4.0,39.0,3.0,8.0,109.33599999999998
65,0,21,2.0,2,1,15.0,41.0,2.0,10.0,740.2683333333333
66,0,46,6.0,3,0,1.0,15.0,2.0,10.0,909.8399999999999
67,0,67,5.0,1,0,18.0,57.0,2.0,10.0,240.658
68,1,37,7.0,2,0,9.0,43.0,3.0,7.0,1280.8533333333332
69,1,16,7.0,1,0,6.0,48.0,3.0,7.0,882.4583333333335
70,0,78,2.0,2,0,8.0,24.0,2.0,12.0,547.38
71,0,30,6.0,2,1,12.0,32.0,2.0,10.0,155.65
72,0,93,7.0,2,1,16.0,45.0,1.0,6.0,639.9449999999999
73,1,16,7.0,2,1,5.0,57.0,2.0,8.0,386.08500000000004
74,1,94,7.0,1,1,6.0,48.0,1.0,8.0,322.17333333333335
75,1,28,3.0,1,0,19.0,39.0,2.0,8.0,622.4925
76,1,20,5.0,3,1,18.0,39.0,1.0,9.0,358.52
77,0,79,2.0,1,0,7.0,28.0,1.0,5.0,552.5266666666666
78,0,37,6.0,2,0,8.0,32.0,2.0,9.0,41.13
79,1,76,7.0,1,0,18.0,49.0,2.0,10.0,432.91
80,0,11,9.0,1,0,13.0,39.0,3.0,1.0,598.8860000000001
81,1,58,1.0,3,0,13.0,31.0,2.0,6.0,812.255
82,1,93,3.0,3,0,19.0,52.0,3.0,8.0,584.874
83,0,97,4.0,1,1,18.0,50.0,2.0,12.0,299.7
84,0,78,7.0,1,1,14.0,59.0,2.0,11.0,327.8885714285713
85,0,1,7.0,1,0,8.0,59.0,2.0,11.0,93.895
86,0,75,1.0,3,1,7.0,28.0,2.0,11.0,262.2322222222223
87,0,78,2.0,1,0,8.0,43.0,2.0,12.0,415.64
88,1,41,3.0,3,1,7.0,51.0,2.0,12.0,422.3883333333334
89,0,74,1.0,1,1,14.0,50.0,2.0,11.0,642.1833333333333
90,0,76,7.0,1,0,11.0,33.0,2.0,10.0,427.2471428571429
91,0,69,2.0,2,1,17.0,62.0,2.0,9.0,655.3012500000001
92,1,98,1.0,1,0,12.0,37.0,3.0,10.0,989.1466666666666
93,0,63,5.0,1,1,10.0,41.0,3.0,10.0,992.1366666666667
94,0,33,7.0,1,0,21.0,43.0,2.0,7.0,700.3157142857143
95,1,67,7.0,2,1,8.0,57.0,3.0,10.0,762.7025
96,0,33,7.0,1,0,15.0,49.0,2.0,11.0,378.4166666666667
97,0,16,2.0,1,1,10.0,38.0,2.0,8.0,613.9012499999999
98,1,19,1.0,1,0,7.0,61.0,2.0,10.0,386.11199999999997
99,0,97,2.0,1,0,3.0,19.0,2.0,9.0,506.4055555555556
100,0,80,2.0,1,1,4.0,49.0,2.0,12.0,438.7
101,0,83,7.0,3,0,11.0,42.0,2.0,10.0,647.4725
102,0,51,7.0,2,0,16.0,61.0,2.0,9.0,369.5728571428572
103,1,49,2.0,2,1,4.0,20.0,2.0,12.0,182.66400000000002
104,1,40,1.0,1,1,9.0,39.0,1.0,10.0,443.7825
105,1,25,7.0,1,0,1.0,16.0,2.0,10.0,868.76
106,0,54,1.0,3,1,18.0,51.0,2.0,9.0,837.8966666666666
107,1,97,2.0,1,1,9.0,27.0,2.0,12.0,585.9925000000001
108,1,4,7.0,3,0,3.0,23.0,2.0,8.0,852.4733333333334
109,0,16,7.0,2,1,4.0,39.0,2.0,11.0,443.0660000000001
110,0,23,2.0,2,0,1.0,17.0,3.0,8.0,374.50714285714287
111,1,65,7.0,1,0,2.0,24.0,2.0,12.0,753.6325
112,1,88,5.0,3,0,12.0,42.0,3.0,11.0,957.0316666666666
113,0,67,7.0,1,0,20.0,61.0,1.0,4.0,388.2483333333334
114,1,10,9.0,2,0,8.0,32.0,2.0,9.0,548.815
115,0,77,1.0,1,0,18.0,36.0,3.0,1.0,391.98375
116,0,49,7.0,2,1,2.0,18.0,2.0,8.0,305.9425
117,1,75,7.0,1,0,15.0,35.0,1.0,6.0,691.734
118,0,43,7.0,3,0,19.0,58.0,3.0,10.0,710.02
119,0,9,7.0,3,1,9.0,36.0,3.0,7.0,1054.31
120,0,80,2.0,3,1,4.0,39.0,2.0,2.0,435.5933333333333
121,0,82,7.0,1,0,15.0,60.0,2.0,9.0,723.0224999999999
122,0,87,2.0,1,1,12.0,38.0,1.0,2.0,539.0440000000001
123,1,85,2.0,3,0,15.0,29.0,2.0,8.0,811.4375
124,1,27,1.0,3,1,5.0,22.0,3.0,8.0,579.1785714285713
125,1,94,3.0,1,0,16.0,57.0,2.0,10.0,334.50100000000003
126,0,53,1.0,1,1,3.0,25.0,1.0,4.0,365.4866666666667
127,1,81,2.0,1,0,19.0,43.0,1.0,1.0,399.371
128,0,73,3.0,1,1,12.0,40.0,2.0,5.0,548.2650000000001
129,0,64,2.0,3,1,19.0,32.0,2.0,9.0,688.4374999999999
130,0,32,7.0,1,0,1.0,20.0,2.0,7.0,889.79
131,1,57,5.0,3,0,8.0,53.0,1.0,3.0,915.8183333333335
132,1,5,7.0,1,1,9.0,54.0,2.0,8.0,463.4533333333334
133,0,12,2.0,1,1,16.0,40.0,1.0,1.0,160.778
134,1,34,8.0,2,1,5.0,20.0,2.0,11.0,491.06999999999994
135,1,18,4.0,1,0,3.0,42.0,3.0,6.0,649.9285714285714
136,0,46,7.0,3,1,7.0,44.0,1.0,3.0,442.9
137,0,27,3.0,3,0,10.0,30.0,2.0,10.0,299.28999999999996
138,0,5,2.0,2,1,13.0,32.0,2.0,9.0,482.44571428571425
139,0,1,8.0,2,0,4.0,53.0,1.0,1.0,573.4933333333333
140,0,9,7.0,1,0,2.0,23.0,3.0,9.0,449.98333333333335
141,0,67,2.0,3,1,10.0,63.0,2.0,11.0,712.7833333333333
142,0,57,1.0,2,0,17.0,50.0,3.0,9.0,356.1218181818182
143,0,19,6.0,1,1,11.0,60.0,1.0,6.0,618.6925000000001
144,2,71,4.0,1,0,11.0,40.0,2.0,3.0,611.0025
145,0,33,2.0,1,0,4.0,20.0,2.0,5.0,448.61428571428576
146,0,34,7.0,1,0,8.0,32.0,2.0,11.0,108.53
147,1,32,1.0,1,1,10.0,44.0,2.0,11.0,839.0266666666666
148,1,69,7.0,1,1,5.0,36.0,3.0,8.0,653.6800000000001
149,1,41,1.0,1,1,1.0,22.0,1.0,7.0,367.41333333333336
150,0,6,2.0,2,0,17.0,34.0,2.0,7.0,611.6275
151,0,36,7.0,1,1,13.0,52.0,2.0,9.0,809.3442857142857
152,1,5,2.0,1,0,16.0,36.0,2.0,12.0,983.4399999999999
153,1,73,9.0,1,1,12.0,40.0,2.0,8.0,788.9300000000001
154,1,90,7.0,1,0,11.0,59.0,2.0,8.0,136.72600000000003
155,0,4,7.0,1,0,10.0,32.0,2.0,10.0,362.8066666666667
156,1,23,2.0,1,1,11.0,38.0,3.0,11.0,619.0739999999998
157,0,97,2.0,2,0,16.0,43.0,3.0,8.0,123.0575
158,0,99,7.0,2,0,5.0,33.0,2.0,6.0,771.2249999999999
159,0,90,1.0,2,0,13.0,30.0,2.0,10.0,489.2283333333334
160,0,5,1.0,1,0,18.0,53.0,2.0,11.0,1307.08
161,0,49,7.0,1,0,16.0,41.0,2.0,10.0,459.46
162,0,90,4.0,1,0,15.0,38.0,2.0,10.0,443.2033333333334
163,1,58,9.0,3,1,14.0,41.0,3.0,10.0,550.64
164,1,55,5.0,2,1,1.0,18.0,1.0,4.0,262.0466666666667
165,0,61,6.0,1,1,12.0,33.0,2.0,10.0,686.9466666666666
166,0,54,7.0,2,0,6.0,62.0,1.0,4.0,524.6800000000001
167,1,95,1.0,3,1,17.0,48.0,1.0,6.0,665.9266666666667
168,2,8,4.0,2,1,11.0,40.0,3.0,6.0,725.075
169,0,20,8.0,3,1,5.0,60.0,2.0,9.0,232.08666666666667
170,0,80,1.0,3,0,21.0,42.0,3.0,8.0,455.2025
171,1,62,7.0,1,0,10.0,47.0,2.0,11.0,604.1424999999999
172,0,54,7.0,2,1,6.0,29.0,3.0,4.0,335.5228571428571
173,1,99,1.0,2,0,1.0,20.0,2.0,8.0,727.7233333333334
174,1,93,1.0,1,0,12.0,28.0,2.0,9.0,762.824
175,0,36,7.0,2,0,5.0,42.0,3.0,11.0,434.108
176,0,39,3.0,1,0,10.0,25.0,2.0,8.0,618.0140000000001
177,1,25,2.0,3,0,4.0,28.0,2.0,5.0,342.3833333333334
178,0,2,7.0,2,0,8.0,50.0,2.0,7.0,546.145
179,0,23,7.0,3,1,6.0,51.0,2.0,9.0,604.8633333333333
180,1,16,6.0,2,0,14.0,46.0,1.0,8.0,580.7642857142857
181,1,49,7.0,1,0,9.0,35.0,3.0,1.0,473.04799999999994
182,0,99,2.0,2,1,7.0,25.0,1.0,4.0,772.7314285714285
183,1,7,5.0,2,0,3.0,20.0,2.0,10.0,531.3066666666666
184,0,40,7.0,3,1,7.0,46.0,2.0,1.0,727.1166666666668
185,0,80,3.0,1,1,13.0,38.0,2.0,5.0,506.8114285714286
186,1,46,2.0,1,0,3.0,43.0,1.0,7.0,361.02833333333336
187,0,97,7.0,1,0,11.0,63.0,2.0,10.0,430.69714285714286
188,1,54,3.0,3,1,13.0,42.0,2.0,11.0,443.145
189,0,73,2.0,2,0,10.0,36.0,3.0,4.0,1065.9959999999999
190,1,42,1.0,2,0,10.0,38.0,2.0,9.0,176.07
191,0,22,7.0,2,1,6.0,57.0,2.0,7.0,834.94
192,1,2,1.0,1,1,8.0,39.0,3.0,6.0,379.86749999999995
193,0,13,7.0,1,1,12.0,53.0,1.0,7.0,510.2999999999999
194,1,4,2.0,2,0,10.0,43.0,1.0,5.0,869.4266666666666
195,1,34,7.0,1,0,6.0,59.0,3.0,9.0,1376.2014285714286
196,0,90,7.0,3,0,6.0,51.0,2.0,8.0,467.24999999999994
197,1,32,7.0,3,0,5.0,40.0,2.0,12.0,405.7455555555556
198,1,82,9.0,1,0,16.0,36.0,3.0,7.0,736.8744444444444
199,1,61,1.0,1,1,21.0,39.0,2.0,8.0,662.6324999999999
200,0,7,3.0,2,1,19.0,60.0,1.0,2.0,809.3177777777778
201,0,45,7.0,1,1,11.0,51.0,2.0,9.0,546.1275
202,1,38,9.0,2,1,16.0,54.0,1.0,5.0,431.96999999999997
203,0,71,6.0,1,1,11.0,53.0,2.0,11.0,296.224
204,0,56,2.0,1,0,5.0,41.0,3.0,10.0,785.9112500000001
205,0,18,2.0,1,1,6.0,59.0,3.0,9.0,223.1411111111111
206,1,98,7.0,1,1,14.0,63.0,2.0,9.0,954.1624999999999
207,1,9,7.0,1,0,7.0,23.0,1.0,8.0,543.3433333333334
208,0,57,3.0,3,0,5.0,23.0,1.0,7.0,668.404
209,0,9,7.0,2,1,6.0,60.0,2.0,11.0,616.2140000000002
210,0,50,3.0,1,0,18.0,54.0,3.0,9.0,492.83833333333337
211,1,6,7.0,1,1,5.0,43.0,2.0,10.0,454.45000000000005
212,1,21,4.0,2,0,1.0,16.0,1.0,4.0,895.205
213,0,13,2.0,3,1,6.0,21.0,1.0,4.0,776.7727272727273
214,0,82,1.0,1,0,6.0,60.0,1.0,9.0,416.47333333333336
215,1,37,5.0,3,1,18.0,43.0,1.0,3.0,486.17375
216,1,12,2.0,3,1,7.0,22.0,2.0,10.0,538.0125
217,1,63,7.0,3,0,16.0,38.0,2.0,11.0,291.96125
218,1,37,3.0,3,1,8.0,24.0,2.0,8.0,369.0425
219,0,9,1.0,1,0,7.0,53.0,2.0,8.0,281.3883333333333
220,1,79,7.0,3,0,9.0,63.0,3.0,8.0,717.3516666666666
221,1,14,7.0,1,0,14.0,37.0,2.0,8.0,644.28
222,0,89,1.0,1,0,16.0,39.0,2.0,11.0,714.03
223,0,13,7.0,2,1,14.0,34.0,2.0,7.0,630.0100000000001
224,0,2,2.0,2,0,17.0,50.0,2.0,12.0,615.3483333333334
225,1,84,1.0,2,0,13.0,40.0,2.0,9.0,529.1833333333333
226,0,96,7.0,1,0,20.0,40.0,2.0,7.0,586.9300000000001
227,0,99,9.0,1,0,18.0,44.0,2.0,9.0,781.206
228,1,59,7.0,3,0,12.0,31.0,2.0,7.0,743.95
229,0,30,3.0,3,0,19.0,51.0,2.0,10.0,362.368
230,1,74,3.0,3,0,11.0,63.0,2.0,11.0,483.6027272727272
231,0,48,2.0,1,1,3.0,22.0,2.0,10.0,586.13
232,1,94,5.0,1,0,12.0,30.0,2.0,9.0,526.265
233,0,34,3.0,1,0,13.0,31.0,2.0,10.0,364.51500000000004
234,1,71,5.0,3,0,12.0,48.0,2.0,10.0,640.3477777777777
235,1,30,1.0,1,0,15.0,41.0,2.0,8.0,425.98363636363644
236,0,79,1.0,2,0,14.0,63.0,3.0,2.0,608.66
237,0,18,3.0,3,1,11.0,43.0,2.0,11.0,454.38
238,0,54,7.0,1,1,14.0,33.0,2.0,8.0,622.514
239,0,62,1.0,2,0,3.0,25.0,1.0,3.0,658.6922222222222
240,0,49,4.0,3,1,15.0,28.0,2.0,9.0,389.7016666666666
241,0,94,9.0,1,0,20.0,30.0,1.0,7.0,480.7049999999999
242,0,17,3.0,2,0,8.0,25.0,2.0,9.0,365.5285714285714
243,1,94,7.0,3,1,14.0,41.0,2.0,8.0,438.7099999999999
244,0,57,5.0,2,0,8.0,43.0,3.0,6.0,1089.7333333333333
245,1,6,2.0,2,0,1.0,16.0,3.0,1.0,442.604
246,1,63,7.0,3,0,9.0,26.0,1.0,5.0,352.6844444444444
247,1,62,2.0,3,1,13.0,34.0,2.0,4.0,701.88
248,1,76,1.0,2,1,12.0,39.0,2.0,10.0,456.1885714285715
249,0,65,4.0,3,0,9.0,25.0,2.0,11.0,248.4588888888889
250,0,53,1.0,1,1,13.0,29.0,2.0,10.0,574.15
251,1,88,2.0,2,1,10.0,40.0,2.0,8.0,302.5
252,1,39,3.0,1,1,13.0,34.0,2.0,7.0,519.528
253,1,82,1.0,1,1,1.0,20.0,2.0,7.0,238.25800000000004
254,1,98,5.0,1,0,14.0,56.0,3.0,1.0,968.7071428571429
255,1,2,4.0,1,0,5.0,63.0,3.0,2.0,619.4381818181818
256,1,16,1.0,3,1,21.0,42.0,2.0,7.0,345.732
257,1,70,7.0,2,1,19.0,51.0,2.0,5.0,730.106
258,1,24,7.0,3,0,9.0,25.0,2.0,6.0,328.51599999999996
259,1,70,1.0,3,1,3.0,34.0,2.0,6.0,531.1624999999999
260,1,47,1.0,3,1,22.0,38.0,1.0,2.0,375.7122222222222
261,0,74,7.0,1,0,8.0,40.0,2.0,1.0,448.1277777777778
262,0,97,1.0,3,1,10.0,40.0,2.0,10.0,423.572
263,1,89,1.0,3,0,7.0,32.0,2.0,9.0,496.7057142857143
264,0,31,1.0,1,0,11.0,40.0,2.0,10.0,256.325
265,0,74,5.0,3,1,18.0,52.0,3.0,9.0,673.2275000000001
266,1,69,5.0,2,0,18.0,28.0,2.0,10.0,435.7075
267,2,53,4.0,3,0,11.0,40.0,2.0,10.0,584.4975000000001
268,1,60,7.0,1,0,10.0,39.0,2.0,9.0,678.2975
269,0,55,3.0,1,1,9.0,63.0,3.0,7.0,333.77000000000004
270,1,38,7.0,1,1,17.0,47.0,3.0,10.0,660.7442857142858
271,1,51,2.0,1,0,4.0,26.0,1.0,2.0,513.135
272,1,22,5.0,1,1,1.0,30.0,2.0,12.0,548.8671428571428
273,0,54,7.0,1,0,19.0,54.0,3.0,9.0,651.924
274,1,66,1.0,1,1,14.0,41.0,3.0,8.0,197.515
275,0,7,1.0,3,0,13.0,62.0,2.0,4.0,591.6685714285713
276,1,47,2.0,1,0,22.0,27.0,3.0,8.0,184.65833333333333
277,1,69,7.0,3,0,15.0,61.0,1.0,8.0,491.7825
278,0,22,7.0,2,1,4.0,20.0,2.0,12.0,827.16
279,1,0,7.0,1,0,11.0,36.0,2.0,11.0,409.3216666666667
280,0,15,7.0,2,1,5.0,22.0,2.0,8.0,669.139090909091
281,1,51,2.0,3,1,8.0,45.0,2.0,6.0,558.4175
282,0,82,6.0,3,1,11.0,28.0,1.0,5.0,312.07500000000005
283,1,34,5.0,1,0,2.0,26.0,1.0,6.0,821.0949999999999
284,0,38,2.0,3,1,9.0,31.0,2.0,11.0,650.284
285,1,3,7.0,1,0,12.0,40.0,2.0,12.0,437.78999999999996
286,0,99,7.0,2,1,11.0,28.0,1.0,7.0,488.67499999999995
287,1,41,7.0,2,0,4.0,32.0,2.0,8.0,1408.91
288,0,71,7.0,3,0,9.0,32.0,3.0,7.0,452.1825
289,1,43,1.0,3,0,10.0,47.0,2.0,9.0,436.01222222222225
290,2,42,4.0,1,0,11.0,40.0,2.0,9.0,673.656
291,1,63,9.0,1,0,4.0,46.0,3.0,5.0,302.505
292,1,42,7.0,2,1,9.0,56.0,1.0,8.0,518.8000000000001
293,0,80,7.0,1,1,20.0,28.0,2.0,2.0,398.38599999999997
294,0,39,7.0,3,0,5.0,58.0,3.0,7.0,787.0957142857143
295,1,64,7.0,1,1,18.0,53.0,1.0,6.0,648.5571428571428
296,0,34,1.0,3,1,17.0,45.0,2.0,8.0,838.43
297,1,33,7.0,3,0,16.0,58.0,3.0,7.0,899.795
298,0,69,7.0,3,0,9.0,61.0,3.0,8.0,528.559
299,1,80,2.0,1,1,7.0,61.0,2.0,9.0,985.4171428571428
300,0,88,1.0,1,0,9.0,61.0,3.0,9.0,695.1800000000001
301,1,54,7.0,3,0,19.0,37.0,2.0,7.0,44.855000000000004
302,1,32,1.0,1,0,13.0,40.0,1.0,7.0,127.705
303,1,59,6.0,1,1,14.0,43.0,2.0,9.0,1082.36
304,0,36,7.0,1,1,15.0,48.0,2.0,11.0,309.44888888888886
305,1,1,2.0,1,0,11.0,43.0,2.0,4.0,385.84000000000003
306,0,19,1.0,3,0,18.0,44.0,3.0,3.0,119.675
307,0,55,1.0,2,1,12.0,33.0,3.0,9.0,406.7722222222222
308,0,2,4.0,3,0,4.0,34.0,3.0,5.0,681.035
309,1,53,1.0,1,1,21.0,43.0,3.0,7.0,552.145
310,1,0,2.0,1,1,18.0,32.0,2.0,9.0,677.7414285714286
311,1,86,1.0,3,0,12.0,60.0,2.0,10.0,675.7466666666667
312,0,44,2.0,2,1,6.0,59.0,2.0,10.0,833.6183333333333
313,0,70,7.0,1,1,13.0,30.0,3.0,8.0,531.105
314,1,27,5.0,3,1,5.0,55.0,3.0,3.0,400.01875000000007
315,1,67,7.0,2,0,12.0,59.0,3.0,10.0,244.45666666666668
316,1,72,7.0,1,1,10.0,41.0,3.0,7.0,539.6775
317,1,26,9.0,1,1,14.0,43.0,2.0,10.0,707.478
318,1,21,5.0,2,1,18.0,48.0,2.0,2.0,518.8828571428571
319,1,32,5.0,1,1,14.0,46.0,2.0,8.0,791.182
320,0,19,1.0,1,0,4.0,20.0,1.0,2.0,720.466
321,1,58,7.0,1,0,18.0,44.0,1.0,5.0,401.236
322,1,19,2.0,1,1,11.0,40.0,1.0,6.0,861.7974999999998
323,1,54,1.0,1,1,7.0,44.0,1.0,9.0,336.78833333333336
324,0,97,4.0,1,1,15.0,31.0,2.0,9.0,355.93999999999994
325,1,98,2.0,2,1,17.0,46.0,1.0,8.0,744.18
326,1,74,2.0,1,0,6.0,37.0,2.0,10.0,400.4166666666667
327,1,10,1.0,1,0,12.0,49.0,1.0,8.0,699.7259999999999
328,1,87,7.0,1,0,12.0,26.0,3.0,8.0,294.725
329,0,25,9.0,3,1,12.0,33.0,3.0,4.0,603.0016666666667
330,0,78,7.0,3,1,7.0,58.0,2.0,9.0,882.8000000000001
331,0,87,1.0,1,1,3.0,19.0,2.0,8.0,734.1116666666667
332,1,23,1.0,3,0,14.0,39.0,1.0,8.0,119.675
333,1,25,2.0,2,1,8.0,52.0,1.0,5.0,474.3
334,1,71,2.0,2,1,3.0,18.0,3.0,2.0,354.59833333333336
335,1,20,7.0,2,0,8.0,34.0,3.0,6.0,228.495
336,1,91,7.0,3,0,3.0,37.0,3.0,8.0,519.632
337,1,67,6.0,3,1,12.0,38.0,3.0,10.0,564.8033333333333
338,1,33,1.0,1,0,19.0,59.0,3.0,12.0,334.8157142857143
339,1,56,1.0,1,0,12.0,37.0,2.0,8.0,865.448
340,0,39,6.0,1,1,17.0,44.0,2.0,10.0,347.67
341,0,10,2.0,1,0,5.0,41.0,2.0,8.0,477.54
342,0,40,1.0,3,0,2.0,30.0,2.0,10.0,166.7875
343,1,76,3.0,2,0,13.0,60.0,2.0,11.0,577.0622222222222
344,1,91,7.0,3,1,4.0,44.0,2.0,9.0,900.1399999999999
345,1,74,1.0,3,1,17.0,28.0,2.0,9.0,567.3514285714285
346,0,68,2.0,1,0,3.0,36.0,2.0,10.0,713.4111111111112
347,0,50,2.0,1,0,9.0,52.0,2.0,9.0,1189.4814285714285
348,0,20,5.0,1,1,9.0,37.0,2.0,10.0,345.33166666666665
349,1,35,7.0,3,0,4.0,36.0,3.0,11.0,333.85200000000003
350,1,47,1.0,1,1,9.0,40.0,3.0,9.0,168.11833333333334
351,0,69,1.0,1,1,2.0,18.0,3.0,10.0,719.31
352,0,12,5.0,1,0,4.0,38.0,1.0,6.0,734.0666666666666
353,1,9,7.0,1,0,3.0,37.0,3.0,9.0,617.5299999999999
354,1,87,3.0,1,0,9.0,37.0,2.0,5.0,516.9533333333333
355,1,97,5.0,1,1,3.0,38.0,2.0,8.0,532.55
356,1,10,9.0,3,0,5.0,42.0,1.0,3.0,471.6
357,1,21,7.0,2,0,18.0,48.0,3.0,9.0,556.9362500000001
358,1,54,7.0,1,0,18.0,32.0,2.0,9.0,702.995
359,1,2,7.0,2,1,6.0,59.0,2.0,4.0,292.176
360,1,64,3.0,1,1,19.0,61.0,2.0,7.0,1014.0459999999999
361,1,59,1.0,1,1,2.0,18.0,2.0,11.0,489.7357142857143
362,1,47,2.0,3,1,18.0,43.0,2.0,7.0,294.608
363,1,82,5.0,1,1,7.0,29.0,2.0,12.0,1576.3616666666667
364,1,96,2.0,2,0,11.0,41.0,1.0,9.0,554.995
365,1,98,3.0,3,0,15.0,41.0,1.0,5.0,674.8628571428571
366,1,7,9.0,3,0,19.0,63.0,2.0,10.0,448.7833333333333
367,1,93,7.0,1,1,12.0,32.0,2.0,12.0,605.7416666666667
368,1,32,2.0,3,0,6.0,31.0,1.0,6.0,437.74777777777774
369,0,19,2.0,1,1,9.0,26.0,3.0,10.0,491.47125000000005
370,0,91,8.0,2,1,3.0,19.0,1.0,4.0,470.03714285714284
371,0,7,2.0,1,0,7.0,63.0,3.0,4.0,1000.9040000000001
372,1,19,3.0,2,1,4.0,30.0,3.0,8.0,324.76624999999996
373,1,95,1.0,3,1,1.0,17.0,3.0,9.0,1103.43
374,0,81,2.0,1,1,8.0,25.0,3.0,10.0,878.625
375,0,13,7.0,1,1,7.0,41.0,2.0,9.0,122.0
376,1,60,2.0,1,1,19.0,51.0,3.0,7.0,122.72333333333331
377,0,65,6.0,1,0,1.0,18.0,2.0,5.0,356.4141666666667
378,1,98,5.0,1,0,17.0,43.0,2.0,9.0,462.33142857142855
379,0,2,7.0,3,1,4.0,37.0,3.0,7.0,320.465
380,1,66,3.0,1,0,17.0,61.0,1.0,1.0,774.52
